"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",62282.7093159694,94.6836034055089,94.6836034055089
"Dim.2",2796.01851258038,4.25057148070697,98.9341748862159
"Dim.3",538.465388371684,0.8185874352628,99.7527623214787
"Dim.4",42.1282376158986,0.0640443132035368,99.8168066346823
"Dim.5",35.7194040278056,0.054301457370653,99.8711080920529
"Dim.6",25.5268814290807,0.0388065507097459,99.9099146427627
"Dim.7",20.2504885338496,0.0307852571952132,99.9406998999579
"Dim.8",17.3915304463298,0.0264390035289122,99.9671389034868
"Dim.9",5.8460781180425,0.00888734205826263,99.976026245545
"Dim.10",3.84482110152395,0.00584498523490668,99.9818712307799
"Dim.11",2.45490217653435,0.0037319986017805,99.9856032293817
"Dim.12",1.95305017485867,0.00296907167684763,99.9885723010586
"Dim.13",1.48565196515488,0.00225852219680612,99.9908308232554
"Dim.14",1.26916824720942,0.00192941868286436,99.9927602419382
"Dim.15",0.975890525471332,0.00148357116277903,99.994243813101
"Dim.16",0.689898145488147,0.001048798986348,99.9952926120874
"Dim.17",0.686770808497267,0.00104404473691646,99.9963366568243
"Dim.18",0.527407600452576,0.000801777132413521,99.9971384339567
"Dim.19",0.403354884500426,0.000613189347977206,99.9977516233047
"Dim.20",0.248779368673987,0.000378200103009344,99.9981298234077
"Dim.21",0.219092735472,0.000333069802233861,99.9984628932099
"Dim.22",0.208508272935506,0.000316979059488844,99.9987798722694
"Dim.23",0.159853967380607,0.000243013668102935,99.9990228859375
"Dim.24",0.145173919661431,0.000220696722814557,99.9992435826603
"Dim.25",0.119572678982206,0.000181777129467016,99.9994253597898
"Dim.26",0.10174210620404,0.000154670683714051,99.9995800304735
"Dim.27",0.0860675389927993,0.000130841847080549,99.9997108723206
"Dim.28",0.0606925357310092,9.22661850446528e-05,99.9998031385056
"Dim.29",0.0469596362029081,7.13891161629845e-05,99.9998745276218
"Dim.30",0.0393069041663449,5.97552573749436e-05,99.9999342828792
"Dim.31",0.0229679873422029,3.49164612203904e-05,99.9999691993404
"Dim.32",0.0154986308668551,2.3561374166962e-05,99.9999927607146
"Dim.33",0.00424587170740448,6.45467156566806e-06,99.9999992153861
"Dim.34",0.000516117637421998,7.8461387163392e-07,100
"Dim.35",4.81645876940233e-28,7.32209110601659e-31,100
"Dim.36",4.81645876940233e-28,7.32209110601659e-31,100
"Dim.37",4.81645876940233e-28,7.32209110601659e-31,100
"Dim.38",4.81645876940233e-28,7.32209110601659e-31,100
"Dim.39",4.81645876940233e-28,7.32209110601659e-31,100
"Dim.40",4.81645876940233e-28,7.32209110601659e-31,100
"Dim.41",4.81645876940233e-28,7.32209110601659e-31,100
