"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",583841.770590372,59.3238674059965,59.3238674059965
"Dim.2",214991.575167876,21.8451853586436,81.1690527646401
"Dim.3",117100.996307691,11.8985730860657,93.0676258507058
"Dim.4",56628.4171234251,5.75398486039212,98.8216107110979
"Dim.5",9645.86882053563,0.98011185864016,99.801722569738
"Dim.6",1340.51328519922,0.136208877803864,99.9379314475419
"Dim.7",195.084235565067,0.0198224106369772,99.9577538581789
"Dim.8",131.493512364547,0.0133609893728144,99.9711148475517
"Dim.9",80.0994119861564,0.00813886079298518,99.9792537083447
"Dim.10",60.6256392723536,0.00616014058391215,99.9854138489286
"Dim.11",38.910388465745,0.00395366491801972,99.9893675138466
"Dim.12",37.1539224408039,0.00377519129243212,99.9931427051391
"Dim.13",24.9893583850357,0.00253915608315543,99.9956818612222
"Dim.14",11.0337811035435,0.00112113692466971,99.9968029981469
"Dim.15",8.18151499421873,0.000831319606006292,99.9976343177529
"Dim.16",6.53360200546078,0.00066387599959416,99.9982981937525
"Dim.17",4.98853993642986,0.000506883023184575,99.9988050767757
"Dim.18",2.1896259577766,0.000222486787570058,99.9990275635632
"Dim.19",1.84896099486992,0.000187871992762025,99.999215435556
"Dim.20",1.52884576242153,0.000155345245686006,99.9993707808017
"Dim.21",1.23725801421177,0.000125717161873988,99.9994964979635
"Dim.22",0.991097413455219,0.000100704907569032,99.9995972028711
"Dim.23",0.784689447611505,7.97318984181588e-05,99.9996769347695
"Dim.24",0.610257840846219,6.20079909617001e-05,99.9997389427605
"Dim.25",0.575969311493112,5.85239508135732e-05,99.9997974667113
"Dim.26",0.501950292436584,5.10029156749068e-05,99.999848469627
"Dim.27",0.268549300113255,2.72871587378585e-05,99.9998757567857
"Dim.28",0.252843658580553,2.56913164347805e-05,99.9999014481022
"Dim.29",0.233754010661485,2.37516269520756e-05,99.9999251997291
"Dim.30",0.203290463253877,2.06562412873983e-05,99.9999458559704
"Dim.31",0.159634931865733,1.62204247938477e-05,99.9999620763952
"Dim.32",0.116190367564307,1.18060445594171e-05,99.9999738824397
"Dim.33",0.111002653640386,1.12789235679682e-05,99.9999851613633
"Dim.34",0.0640254046994402,6.50558903170655e-06,99.9999916669524
"Dim.35",0.0244262217678406,2.48193605592758e-06,99.9999941488884
"Dim.36",0.0181578794605147,1.84501296027586e-06,99.9999959939014
"Dim.37",0.017048633827625,1.73230307180781e-06,99.9999977262044
"Dim.38",0.0152655721631774,1.55112707672365e-06,99.9999992773315
"Dim.39",0.00479469903130946,4.87186946726063e-07,99.9999997645185
"Dim.40",0.00231751509545805,2.35481538251925e-07,100
"Dim.41",5.50568847693133e-27,5.59430225168585e-31,100
