"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",247704.425530424,84.9158743543995,84.9158743543995
"Dim.2",20980.1755953645,7.19224111952898,92.1081154739285
"Dim.3",14267.5511095158,4.89107764129072,96.9991931152192
"Dim.4",7487.2400143339,2.56671042900007,99.5659035442193
"Dim.5",828.47509395562,0.284010618031708,99.849914162251
"Dim.6",225.30760804533,0.0772379923971835,99.9271521546482
"Dim.7",58.8575447867809,0.0201770310208239,99.947329185669
"Dim.8",35.4007351036548,0.0121357717678165,99.9594649574369
"Dim.9",25.9658713897963,0.0089013939404471,99.9683663513773
"Dim.10",23.4558695736496,0.00804093697286235,99.9764072883502
"Dim.11",16.9157442063451,0.00579890814046331,99.9822061964906
"Dim.12",12.2011185237176,0.00418268121501888,99.9863888777057
"Dim.13",11.2451332376604,0.00385495866318454,99.9902438363688
"Dim.14",10.1616781002349,0.0034835380068065,99.9937273743756
"Dim.15",5.16225020353875,0.00176967766615793,99.9954970520418
"Dim.16",3.50944496746309,0.00120307736639196,99.9967001294082
"Dim.17",2.34486098024266,0.000803844824130378,99.9975039742323
"Dim.18",1.78013733899659,0.000610251182586336,99.9981142254149
"Dim.19",1.39537485609413,0.000478350258392231,99.9985925756733
"Dim.20",1.07550975145831,0.000368696888342626,99.9989612725616
"Dim.21",0.991734084956088,0.000339977643801779,99.9993012502054
"Dim.22",0.492175933955866,0.000168723468216446,99.9994699736737
"Dim.23",0.382475814204218,0.000131117028341397,99.999601090702
"Dim.24",0.34119444925249,0.000116965310252741,99.9997180560123
"Dim.25",0.239640708002309,8.21515409236162e-05,99.9998002075532
"Dim.26",0.089482365116794,3.06755652706694e-05,99.9998308831184
"Dim.27",0.0870519733410039,2.98423995239411e-05,99.999860725518
"Dim.28",0.0798229803900939,2.73642191046215e-05,99.9998880897371
"Dim.29",0.0651330211374215,2.23283351816757e-05,99.9999104180723
"Dim.30",0.0596894706069499,2.046222458677e-05,99.9999308802968
"Dim.31",0.0439706150976204,1.50736234078975e-05,99.9999459539202
"Dim.32",0.0422393248438461,1.44801175577469e-05,99.9999604340378
"Dim.33",0.0320614756426736,1.09910359149216e-05,99.9999714250737
"Dim.34",0.0244531298396219,8.38280905392268e-06,99.9999798078828
"Dim.35",0.0159189993704962,5.45721275466995e-06,99.9999852650955
"Dim.36",0.014379717152448,4.9295294274793e-06,99.999990194625
"Dim.37",0.0133593403935717,4.57973275160097e-06,99.9999947743577
"Dim.38",0.00481457680911231,1.65049130033397e-06,99.999996424849
"Dim.39",0.00442816150975694,1.51802377199484e-06,99.9999979428728
"Dim.40",0.003565778725109,1.22238921468021e-06,99.999999165262
"Dim.41",0.00243497815684766,8.34738009948021e-07,100
