"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",3479460.5033739,98.528377390027,98.528377390027
"Dim.2",22463.3610068871,0.636098184930927,99.164475574958
"Dim.3",19569.7020912714,0.554158034324434,99.7186336092824
"Dim.4",5666.24173914862,0.160451772312578,99.879085381595
"Dim.5",2622.55316829585,0.0742632106444973,99.9533485922395
"Dim.6",1238.4674327671,0.0350698582388312,99.9884184504783
"Dim.7",160.08931798818,0.00453327196085617,99.9929517224392
"Dim.8",57.0899199164184,0.00161662337285822,99.994568345812
"Dim.9",47.7070608826053,0.00135092762060452,99.9959192734326
"Dim.10",47.5499256918399,0.00134647800108392,99.9972657514337
"Dim.11",32.2993198746512,0.000914624429553082,99.9981803758633
"Dim.12",16.3943826773567,0.00046424206337299,99.9986446179266
"Dim.13",13.4403838346534,0.000380593258478856,99.9990252111851
"Dim.14",6.18095301617114,0.000175026924667434,99.9992002381098
"Dim.15",3.82736337112392,0.000108379992321568,99.9993086181021
"Dim.16",3.54890871127531,0.000100494952159459,99.9994091130543
"Dim.17",2.59804502209896,7.35692099868449e-05,99.9994826822642
"Dim.18",2.4857797896835,7.03901794513684e-05,99.9995530724437
"Dim.19",2.42821726406912,6.87601732358195e-05,99.9996218326169
"Dim.20",2.2992968616767,6.5109515885958e-05,99.9996869421328
"Dim.21",2.01995409252359,5.71993270065026e-05,99.9997441414598
"Dim.22",1.17905315055665,3.33874155686781e-05,99.9997775288754
"Dim.23",1.15071796707813,3.25850441526265e-05,99.9998101139196
"Dim.24",1.08118510856838,3.06160723198918e-05,99.9998407299919
"Dim.25",0.999238406036949,2.82955759023996e-05,99.9998690255678
"Dim.26",0.7917791868169,2.2420923718668e-05,99.9998914464915
"Dim.27",0.767435412472328,2.17315776021094e-05,99.9999131780691
"Dim.28",0.698030678362319,1.97662338862044e-05,99.999932944303
"Dim.29",0.44735699925239,1.2667871702429e-05,99.9999456121747
"Dim.30",0.400007734912802,1.13270758573641e-05,99.9999569392505
"Dim.31",0.379889707442721,1.0757390815389e-05,99.9999676966413
"Dim.32",0.292239427691285,8.27538539146862e-06,99.9999759720267
"Dim.33",0.266141067398306,7.53635441534054e-06,99.9999835083811
"Dim.34",0.213850109013046,6.05562391793346e-06,99.9999895640051
"Dim.35",0.166964956428667,4.72797039137573e-06,99.9999942919755
"Dim.36",0.123046088956285,3.48431358174521e-06,99.999997776289
"Dim.37",0.0392787665409182,1.11226241234976e-06,99.9999988885515
"Dim.38",0.0349612794407275,9.90003516761872e-07,99.999999878555
"Dim.39",0.00254699930984448,7.21237413010311e-08,99.9999999506787
"Dim.40",0.00174174676436031,4.93212905708647e-08,100
"Dim.41",3.47347426001258e-26,9.83588640863179e-31,100
