"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",96545.4045620449,40.3420123781589,40.3420123781589
"Dim.2",58334.0804801881,24.3752067483224,64.7172191264813
"Dim.3",47620.7342449423,19.8985778668717,84.6157969933529
"Dim.4",29678.9829761442,12.4015213776988,97.0173183710517
"Dim.5",6366.99737578798,2.66048382220694,99.6778021932587
"Dim.6",406.242384793201,0.169750547840192,99.8475527410989
"Dim.7",149.209076874118,0.0623478088210919,99.90990054992
"Dim.8",77.1246264368931,0.0322269366262638,99.9421274865462
"Dim.9",40.9973404449621,0.0171309574309088,99.9592584439771
"Dim.10",21.8229863567345,0.00911885127754579,99.9683772952547
"Dim.11",19.5176529193578,0.0081555554014933,99.9765328506562
"Dim.12",14.1720142216078,0.00592185175198188,99.9824547024081
"Dim.13",9.29897836649712,0.00388562772166308,99.9863403301298
"Dim.14",7.49007540937284,0.00312976797030331,99.9894700981001
"Dim.15",4.64003688159858,0.00193886416615787,99.9914089622663
"Dim.16",3.41751251112756,0.00142802583563487,99.9928369881019
"Dim.17",2.66182045283182,0.00111225587736357,99.9939492439793
"Dim.18",1.93754824407105,0.000809614870849312,99.9947588588501
"Dim.19",1.67163556331929,0.0006985018385195,99.9954573606886
"Dim.20",1.52922161445898,0.000638993410191846,99.9960963540988
"Dim.21",1.45796814275892,0.000609219766895716,99.9967055738657
"Dim.22",1.25660689612874,0.000525079895703653,99.9972306537614
"Dim.23",1.17547664764659,0.000491179188535281,99.99772183295
"Dim.24",1.13161834871316,0.00047285276433639,99.9981946857143
"Dim.25",0.902131188953698,0.000376960330287962,99.9985716460446
"Dim.26",0.612303557231154,0.000255854308105732,99.9988275003527
"Dim.27",0.500496451466407,0.000209135112456923,99.9990366354651
"Dim.28",0.427549797973852,0.000178653964115464,99.9992152894293
"Dim.29",0.39601200810618,0.000165475730361171,99.9993807651596
"Dim.30",0.354462510507975,0.000148114051117952,99.9995288792107
"Dim.31",0.346265392968353,0.000144688841821365,99.9996735680526
"Dim.32",0.31966827060152,0.000133575092341381,99.9998071431449
"Dim.33",0.15157833437034,6.33378157061757e-05,99.9998704809606
"Dim.34",0.122105035914033,5.10222407024437e-05,99.9999215032013
"Dim.35",0.0725524322885357,3.03164209081403e-05,99.9999518196222
"Dim.36",0.0521160604502827,2.17769739049053e-05,99.9999735965961
"Dim.37",0.0362880861348148,1.51631703929481e-05,99.9999887597665
"Dim.38",0.0185680487891271,7.75875824941862e-06,99.9999965185248
"Dim.39",0.00650782081490695,2.7193276475536e-06,99.9999992378524
"Dim.40",0.00182395083091968,7.62147585707487e-07,100
"Dim.41",5.36229843672163e-28,2.24066501032252e-31,100
