"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",234885.030337183,57.5185112123453,57.5185112123453
"Dim.2",161391.254588195,39.5213976526286,97.0399088649739
"Dim.3",8590.17321572913,2.10355667926398,99.1434655442379
"Dim.4",2177.28667545763,0.533172709538037,99.6766382537759
"Dim.5",498.358453091845,0.122037731526702,99.7986759853026
"Dim.6",418.112320203108,0.102387104631994,99.9010630899346
"Dim.7",185.439199131652,0.0454102444891899,99.9464733344238
"Dim.8",75.3112293416547,0.01844217055078,99.9649155049746
"Dim.9",48.7708813169839,0.0119429853824227,99.976858490357
"Dim.10",33.9344126968565,0.00830983947502552,99.985168329832
"Dim.11",15.7316062940492,0.00385234670644411,99.9890206765385
"Dim.12",12.3117608261809,0.00301489691406824,99.9920355734526
"Dim.13",8.79615404913804,0.00215399714734724,99.9941895705999
"Dim.14",6.631088374098,0.00162381710936659,99.9958133877093
"Dim.15",5.4108510513233,0.0013250060951824,99.9971383938044
"Dim.16",3.3019073425691,0.000808569172045788,99.9979469629765
"Dim.17",2.40161717516134,0.000588106633355811,99.9985350696098
"Dim.18",1.58251836925764,0.000387526188600527,99.9989225957984
"Dim.19",1.27981084445473,0.000313399343929144,99.9992359951424
"Dim.20",0.951905754221472,0.000233102133919244,99.9994690972763
"Dim.21",0.698756645728421,0.000171111125746648,99.999640208402
"Dim.22",0.450374729354741,0.000110287504839966,99.9997504959069
"Dim.23",0.297553741548893,7.28647891906374e-05,99.9998233606961
"Dim.24",0.215040745576674,5.26590541670845e-05,99.9998760197502
"Dim.25",0.174534319487398,4.27398638302483e-05,99.9999187596141
"Dim.26",0.0685119903407717,1.67771768125827e-05,99.9999355367909
"Dim.27",0.0588693540463157,1.4415893579577e-05,99.9999499526845
"Dim.28",0.0502374335707886,1.23021138553308e-05,99.9999622547983
"Dim.29",0.0476443847993801,1.16671295627247e-05,99.9999739219279
"Dim.30",0.0272106700604419,6.66333324316238e-06,99.9999805852611
"Dim.31",0.0242319864381443,5.93391490994121e-06,99.999986519176
"Dim.32",0.0134515957650934,3.29401903870917e-06,99.9999898131951
"Dim.33",0.00994115471800955,2.43438425297116e-06,99.9999922475793
"Dim.34",0.00921868522396604,2.25746633855973e-06,99.9999945050457
"Dim.35",0.00850378094318201,2.08240098922265e-06,99.9999965874467
"Dim.36",0.00698503059478362,1.710490276915e-06,99.9999982979369
"Dim.37",0.00457883257038762,1.12126188783177e-06,99.9999994191988
"Dim.38",0.00237178433496207,5.80801184596329e-07,100
"Dim.39",2.32362005500627e-27,5.69006743406546e-31,100
"Dim.40",2.32362005500627e-27,5.69006743406546e-31,100
"Dim.41",2.32362005500627e-27,5.69006743406546e-31,100
