"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",66496.1408784549,75.6240891003144,75.6240891003144
"Dim.2",19931.0191043526,22.6669569796944,98.2910460800088
"Dim.3",708.150360975538,0.805358405576066,99.0964044855849
"Dim.4",265.352600072718,0.301777643120357,99.3981821287052
"Dim.5",240.014486907187,0.272961358410445,99.6711434871157
"Dim.6",164.954022164151,0.187597317751094,99.8587408048668
"Dim.7",34.8907081718947,0.0396801677316487,99.8984209725984
"Dim.8",20.1368332538107,0.0229010233085235,99.9213219959069
"Dim.9",11.0362690730679,0.0125512215399428,99.9338732174469
"Dim.10",9.63020154101478,0.0109521426321997,99.9448253600791
"Dim.11",8.02934251435324,0.00913153313411503,99.9539568932132
"Dim.12",6.54207714208229,0.007440110330587,99.9613970035438
"Dim.13",6.0693908195453,0.00690253819332002,99.9682995417371
"Dim.14",5.13581219983312,0.00584080691408217,99.9741403486512
"Dim.15",3.8472099221661,0.00437531775675977,99.9785156664079
"Dim.16",3.08687789561091,0.00351061469034975,99.9820262810983
"Dim.17",2.21431334118108,0.00251827289820588,99.9845445539965
"Dim.18",1.79675678859418,0.0020433982134483,99.9865879522099
"Dim.19",1.61328196826364,0.00183473774117062,99.9884226899511
"Dim.20",1.53466633737916,0.00174533051548586,99.9901680204666
"Dim.21",1.39011965657295,0.0015809418618883,99.9917489623285
"Dim.22",1.3258453984927,0.00150784465420519,99.9932568069827
"Dim.23",1.2059508781127,0.0013714921716088,99.9946282991543
"Dim.24",1.13200636672168,0.00128739727160348,99.9959156964259
"Dim.25",0.865186233122165,0.000983950646122312,99.996899647072
"Dim.26",0.773677273732579,0.000879880220276031,99.9977795272923
"Dim.27",0.50660169996096,0.000576143090262121,99.9983556703826
"Dim.28",0.327964186064286,0.000372983943142987,99.9987286543257
"Dim.29",0.283666417417205,0.000322605404496131,99.9990512597302
"Dim.30",0.238070923138191,0.000270751000971697,99.9993220107312
"Dim.31",0.178237022687374,0.00020270368034323,99.9995247144115
"Dim.32",0.158818024849819,0.000180619029966446,99.9997053334415
"Dim.33",0.0799396081598717,9.0912945777957e-05,99.9997962463872
"Dim.34",0.0681840629077758,7.75437127694995e-05,99.9998737901
"Dim.35",0.0403020632137475,4.58343413488293e-05,99.9999196244414
"Dim.36",0.02806929078209,3.19223720210684e-05,99.9999515468134
"Dim.37",0.0254643870500196,2.89598922541311e-05,99.9999805067057
"Dim.38",0.016381174715705,1.86298242259299e-05,99.9999991365299
"Dim.39",0.000759247909194782,8.63470131885159e-07,100
"Dim.40",6.59429415303128e-28,7.49949518866135e-31,100
"Dim.41",6.59429415303128e-28,7.49949518866135e-31,100
