"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",88449.7516507543,61.9788150328441,61.9788150328441
"Dim.2",41731.1492212633,29.2419948097236,91.2208098425676
"Dim.3",6421.50582026165,4.49969970563432,95.7205095482019
"Dim.4",4818.27995084448,3.37628174501838,99.0967912932203
"Dim.5",610.116991827178,0.427523282757905,99.5243145759782
"Dim.6",281.294885213658,0.197109922130502,99.7214244981087
"Dim.7",184.929609225642,0.129584513584041,99.8510090116928
"Dim.8",74.1865297618486,0.0519842409981372,99.9029932526909
"Dim.9",61.2766536423505,0.0429379880785511,99.9459312407695
"Dim.10",34.2167112716376,0.0239764519329656,99.9699076927024
"Dim.11",12.5774237439243,0.00881329574437235,99.9787209884468
"Dim.12",6.51112298250791,0.00456249655264596,99.9832834849994
"Dim.13",4.09061703771691,0.00286639127888037,99.9861498762783
"Dim.14",3.79227260559041,0.00265733433943458,99.9888072106178
"Dim.15",3.52302012669886,0.0024686628137954,99.9912758734316
"Dim.16",2.01113437963252,0.00140924901873791,99.9926851224503
"Dim.17",1.83134211273227,0.0012832643613864,99.9939683868117
"Dim.18",1.64753381763457,0.00115446557890541,99.9951228523906
"Dim.19",1.47766012888442,0.00103543110184363,99.9961582834924
"Dim.20",1.33148318436647,0.000933001489128407,99.9970912849816
"Dim.21",0.907314782852881,0.000635776743896874,99.9977270617255
"Dim.22",0.546390162243068,0.000382868398942983,99.9981099301244
"Dim.23",0.497979780913686,0.00034894610957432,99.998458876234
"Dim.24",0.432197898456265,0.000302851202022299,99.998761727436
"Dim.25",0.379381354382131,0.000265841411098631,99.9990275688471
"Dim.26",0.324170929019052,0.000227154171421868,99.9992547230185
"Dim.27",0.261265103093807,0.000183074584122361,99.9994377976026
"Dim.28",0.191124408492982,0.000133925354692019,99.9995717229573
"Dim.29",0.137672764864328,9.64705346181001e-05,99.999668193492
"Dim.30",0.132781236741916,9.30429261616736e-05,99.9997612364181
"Dim.31",0.124932836946368,8.75433683884334e-05,99.9998487797865
"Dim.32",0.112915631979825,7.91226310778975e-05,99.9999279024176
"Dim.33",0.068172869537289,4.77703282649501e-05,99.9999756727458
"Dim.34",0.0113715904878245,7.96834010633556e-06,99.9999836410859
"Dim.35",0.00842268797461945,5.90197496675331e-06,99.9999895430609
"Dim.36",0.00722565349784389,5.06318483971086e-06,99.9999946062458
"Dim.37",0.00397808944000077,2.78754055251003e-06,99.9999973937863
"Dim.38",0.00371931849737732,2.60621368511461e-06,100
"Dim.39",7.19624213558996e-28,5.04257560851484e-31,100
"Dim.40",7.19624213558995e-28,5.04257560851484e-31,100
"Dim.41",7.19624213558995e-28,5.04257560851484e-31,100
