"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",290344.322977739,78.0378904944926,78.0378904944926
"Dim.2",77374.1436709195,20.7963940502439,98.8342845447365
"Dim.3",2763.63090400325,0.742800560527357,99.5770851052638
"Dim.4",1063.62555419483,0.28587813832256,99.8629632435864
"Dim.5",177.487158601364,0.0477044748285772,99.910667718415
"Dim.6",108.85620441967,0.0292580494532335,99.9399257678682
"Dim.7",84.6288764622125,0.0227462997254347,99.9626720675937
"Dim.8",47.113847664543,0.0126631209699998,99.9753351885636
"Dim.9",33.0831364887837,0.00889198781656218,99.9842271763802
"Dim.10",13.0766193914327,0.00351469517861048,99.9877418715588
"Dim.11",8.35177837603753,0.00224476635072165,99.9899866379096
"Dim.12",7.49201329313511,0.00201368122840062,99.9920003191379
"Dim.13",4.97511761213954,0.00133719743314263,99.9933375165711
"Dim.14",4.64540430257129,0.00124857806258708,99.9945860946337
"Dim.15",3.71175671199907,0.000997635017838421,99.9955837296515
"Dim.16",3.2418343541493,0.000871330672960268,99.9964550603245
"Dim.17",2.52229692418115,0.00067793552546552,99.9971329958499
"Dim.18",2.0132549884898,0.000541116735873991,99.9976741125858
"Dim.19",1.70237291578905,0.000457558769603775,99.9981316713554
"Dim.20",1.40260215608488,0.000376987269257828,99.9985086586247
"Dim.21",1.20964917688686,0.000325125936799829,99.9988337845615
"Dim.22",0.987517635185578,0.000265422076400994,99.9990992066379
"Dim.23",0.840389475592714,0.000225877403754357,99.9993250840416
"Dim.24",0.634226134185231,0.000170465429117714,99.9994955494708
"Dim.25",0.585252653465661,0.000157302481461868,99.9996528519522
"Dim.26",0.246533728582547,6.62626081922697e-05,99.9997191145604
"Dim.27",0.233740241677781,6.28240125280679e-05,99.9997819385729
"Dim.28",0.193202574369413,5.19284179117575e-05,99.9998338669908
"Dim.29",0.176865566625392,4.75374051712282e-05,99.999881404396
"Dim.30",0.116020888132223,3.11837520027226e-05,99.999912588148
"Dim.31",0.109518620765885,2.94360917643678e-05,99.9999420242398
"Dim.32",0.0846216189502818,2.27443490727906e-05,99.9999647685889
"Dim.33",0.0707511792448198,1.90162932122726e-05,99.9999837848821
"Dim.34",0.0363430256445249,9.76817120582522e-06,99.9999935530533
"Dim.35",0.0142031612712199,3.81748378129666e-06,99.9999973705371
"Dim.36",0.00487310416113575,1.30977855876357e-06,99.9999986803156
"Dim.37",0.00253754301520684,6.8203332482915e-07,99.9999993623489
"Dim.38",0.00237241633166125,6.37651062017566e-07,100
"Dim.39",2.89689530553031e-27,7.78618973184872e-31,100
"Dim.40",2.89689530553031e-27,7.78618973184872e-31,100
"Dim.41",2.89689530553031e-27,7.78618973184872e-31,100
