"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",15563.9758232975,36.8813670352304,36.8813670352304
"Dim.2",14455.3687748628,34.2543426864803,71.1357097217107
"Dim.3",5097.05973715908,12.0783103945243,83.214020116235
"Dim.4",3148.32170862184,7.46045931958182,90.6744794358169
"Dim.5",2796.74032279322,6.62733015768153,97.3018095934984
"Dim.6",505.028395023307,1.19674675748254,98.4985563509809
"Dim.7",253.665660683005,0.601101957629616,99.0996583086106
"Dim.8",120.984009644098,0.286691248800237,99.3863495574108
"Dim.9",100.136060825022,0.237288650064694,99.6236382074755
"Dim.10",62.2586664293101,0.147532015840467,99.7711702233159
"Dim.11",29.931877090633,0.0709284412650261,99.842098664581
"Dim.12",17.4023954026489,0.0412378006380969,99.8833364652191
"Dim.13",13.3516815114286,0.0316389765668609,99.9149754417859
"Dim.14",9.30664245788177,0.0220535999446236,99.9370290417306
"Dim.15",4.49628607062406,0.0106546796749615,99.9476837214055
"Dim.16",4.20124013290176,0.0099555204341009,99.9576392418396
"Dim.17",3.68641887127497,0.00873556788963752,99.9663748097293
"Dim.18",2.76222490440495,0.00654554027131799,99.9729203500006
"Dim.19",2.33477437549583,0.00553262685991946,99.9784529768605
"Dim.20",2.0776917137097,0.00492342776353334,99.983376404624
"Dim.21",1.46958996459291,0.00348243196280931,99.9868588365868
"Dim.22",0.930628111013143,0.00220527436724758,99.9890641109541
"Dim.23",0.734356904972373,0.00174017788607717,99.9908042888402
"Dim.24",0.593525548712289,0.00140645512787791,99.992210743968
"Dim.25",0.582713788055609,0.00138083490605263,99.9935915788741
"Dim.26",0.487619478398476,0.00115549350374997,99.9947470723778
"Dim.27",0.478347982828859,0.00113352319006208,99.9958805955679
"Dim.28",0.450723349363929,0.00106806213707659,99.996948657705
"Dim.29",0.432261270479447,0.00102431324442201,99.9979729709494
"Dim.30",0.200351944071835,0.000474766452314482,99.9984477374017
"Dim.31",0.157842387943985,0.000374033158980195,99.9988217705607
"Dim.32",0.145708747151781,0.000345280527608135,99.9991670510883
"Dim.33",0.0997602169415943,0.00023639802697648,99.9994034491153
"Dim.34",0.0863357223890156,0.000204586508089707,99.9996080356234
"Dim.35",0.0652882311328218,0.000154711061159976,99.9997627466845
"Dim.36",0.0419564416776017,9.94225988636896e-05,99.9998621692834
"Dim.37",0.0268987221175479,6.37408882189957e-05,99.9999259101716
"Dim.38",0.0202846252600826,4.80677121246461e-05,99.9999739778837
"Dim.39",0.00648801044038664,1.53743938629179e-05,99.9999893522776
"Dim.40",0.00449335009005002,1.06477223924272e-05,100
"Dim.41",1.42037117277845e-28,3.36580004648221e-31,100
