"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",239723.913343203,68.9922559985089,68.9922559985089
"Dim.2",88085.1315439389,25.350795673193,94.3430516717019
"Dim.3",18030.8892384985,5.18926839160295,99.5323200633049
"Dim.4",561.934101898948,0.161723963503801,99.6940440268087
"Dim.5",314.470781817819,0.0905043154879792,99.7845483422967
"Dim.6",190.50010188548,0.0548257018406366,99.8393740441373
"Dim.7",172.306474123764,0.0495895974963827,99.8889636416337
"Dim.8",108.349759848528,0.0311829315006406,99.9201465731343
"Dim.9",102.211184893549,0.029416256958858,99.9495628300932
"Dim.10",47.2381777178876,0.0135950911386537,99.9631579212318
"Dim.11",38.4076696398588,0.0110536814585771,99.9742116026904
"Dim.12",27.9514701046455,0.0080443997184107,99.9822560024088
"Dim.13",19.8164177391388,0.00570314136193299,99.9879591437708
"Dim.14",13.314343620394,0.00383185219488401,99.9917909959656
"Dim.15",7.96912693704082,0.00229350521630187,99.9940845011819
"Dim.16",7.3715885494088,0.00212153438188026,99.9962060355638
"Dim.17",5.06410686917057,0.00145744390974222,99.9976634794736
"Dim.18",2.074516557072,0.000597043387881584,99.9982605228614
"Dim.19",1.7745020074943,0.000510699558769681,99.9987712224202
"Dim.20",1.14454690080172,0.000329399231312236,99.9991006216515
"Dim.21",0.674759189103233,0.000194194888873303,99.9992948165404
"Dim.22",0.574639790590285,0.000165380645536916,99.9994601971859
"Dim.23",0.440266729513374,0.000126708239017967,99.9995869054249
"Dim.24",0.391418753920688,0.000112649849973255,99.9996995552749
"Dim.25",0.301100715554582,8.6656426383025e-05,99.9997862117013
"Dim.26",0.248462732646525,7.15072777587134e-05,99.9998577189791
"Dim.27",0.204876389112616,5.89631801374417e-05,99.9999166821592
"Dim.28",0.0687493326521748,1.97859758416128e-05,99.999936468135
"Dim.29",0.0594428187760725,1.71075722612637e-05,99.9999535757073
"Dim.30",0.0488403460092636,1.40561932597135e-05,99.9999676319006
"Dim.31",0.0317426496772354,9.13549667223848e-06,99.9999767673972
"Dim.32",0.0299336523693884,8.61486940721916e-06,99.9999853822666
"Dim.33",0.0227196725501594,6.53869462967926e-06,99.9999919209613
"Dim.34",0.00791006055049966,2.27650598078831e-06,99.9999941974673
"Dim.35",0.00651031752517209,1.87366160957504e-06,99.9999960711289
"Dim.36",0.00394577673273817,1.13558983190924e-06,99.9999972067187
"Dim.37",0.00317200002188956,9.12897818517467e-07,99.9999981196165
"Dim.38",0.00233222028520677,6.71210213106857e-07,99.9999987908267
"Dim.39",0.00225792863925715,6.49829166116485e-07,99.9999994406559
"Dim.40",0.00194352473597838,5.59344098192185e-07,100
"Dim.41",2.393154522531e-27,6.88747013845332e-31,100
