"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",507567.500308286,99.3816790848277,99.3816790848277
"Dim.2",1231.64085029429,0.241155187551148,99.6228342723789
"Dim.3",695.296326773328,0.136138969445989,99.7589732418249
"Dim.4",435.403161563889,0.0852519068868276,99.8442251487117
"Dim.5",327.160019373189,0.0640579076378691,99.9082830563496
"Dim.6",211.225741846467,0.0413579846579819,99.9496410410076
"Dim.7",105.963500054552,0.0207476454870149,99.9703886864946
"Dim.8",49.2518594286138,0.00964351043968062,99.9800321969342
"Dim.9",27.9245693144068,0.00546762860998943,99.9854998255442
"Dim.10",27.0297666653818,0.00529242631737684,99.9907922518616
"Dim.11",15.8325306668141,0.00310000833558951,99.9938922601972
"Dim.12",13.9025134810543,0.00272211111311785,99.9966143713103
"Dim.13",3.57132223858973,0.000699264630632299,99.997313635941
"Dim.14",2.98988114417787,0.000585418507276346,99.9978990544482
"Dim.15",2.27321905860284,0.000445096123834495,99.9983441505721
"Dim.16",2.03326379589432,0.000398112901112927,99.9987422634732
"Dim.17",1.5701252109562,0.000307430400377231,99.9990496938736
"Dim.18",0.99257550956229,0.000194346211486876,99.999244040085
"Dim.19",0.684139710587846,0.000133954504820604,99.9993779945899
"Dim.20",0.561782225036188,0.000109996918183683,99.999487991508
"Dim.21",0.498768515479792,9.76588385050694e-05,99.9995856503465
"Dim.22",0.417713076889558,8.17881896137162e-05,99.9996674385362
"Dim.23",0.395411759439952,7.74215933036699e-05,99.9997448601295
"Dim.24",0.266603858561401,5.22010158220004e-05,99.9997970611453
"Dim.25",0.184548959000079,3.61346725463019e-05,99.9998331958178
"Dim.26",0.176779117559944,3.46133381659988e-05,99.999867809156
"Dim.27",0.168744682773941,3.30401964281106e-05,99.9999008493524
"Dim.28",0.137161042024609,2.68561219013253e-05,99.9999277054743
"Dim.29",0.103812993973556,2.03265765551354e-05,99.9999480320509
"Dim.30",0.0656306330254155,1.28504731006306e-05,99.999960882524
"Dim.31",0.0582463330597114,1.14046277125552e-05,99.9999722871517
"Dim.32",0.0459932260987115,9.00547027428236e-06,99.999981292622
"Dim.33",0.0377022054785372,7.38208904900812e-06,99.999988674711
"Dim.34",0.0358299201473612,7.01549571940143e-06,99.9999956902067
"Dim.35",0.00681499796527913,1.33437609842584e-06,99.9999970245828
"Dim.36",0.00655738975630471,1.28393643012879e-06,99.9999983085193
"Dim.37",0.00509185201273055,9.96984248142889e-07,99.9999993055035
"Dim.38",0.00263671046158683,5.16267713700881e-07,99.9999998217712
"Dim.39",0.00091025963413147,1.78228769155198e-07,100
"Dim.40",5.06684608338111e-27,9.92088089022547e-31,100
"Dim.41",5.06684608338111e-27,9.92088089022547e-31,100
