"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",179154.313155104,85.4905012440294,85.4905012440294
"Dim.2",13640.0086313339,6.50886464483872,91.9993658888681
"Dim.3",10563.1862046758,5.04063824904919,97.0400041379173
"Dim.4",2638.18099275355,1.25891144606555,98.2989155839829
"Dim.5",2208.63743162132,1.05393790286345,99.3528534868463
"Dim.6",824.754111623335,0.393563744930381,99.7464172317767
"Dim.7",202.220883124666,0.0964976190406915,99.8429148508174
"Dim.8",114.463767733275,0.0546208723946596,99.897535723212
"Dim.9",101.047683373098,0.0482188619909762,99.945754585203
"Dim.10",22.5631441202588,0.0107668884243507,99.9565214736274
"Dim.11",16.819170226473,0.00802592618534936,99.9645473998127
"Dim.12",13.3467775623095,0.00636893794907721,99.9709163377618
"Dim.13",12.1867968728363,0.00581540770562386,99.9767317454674
"Dim.14",10.5229681616791,0.0050214466337635,99.9817531921012
"Dim.15",9.66022052403164,0.00460975278899556,99.9863629448902
"Dim.16",5.97427713539114,0.00285086045588616,99.9892138053461
"Dim.17",5.5732869960567,0.00265951229685002,99.9918733176429
"Dim.18",4.10885765308769,0.0019607024476085,99.9938340200905
"Dim.19",2.65092547043932,0.00126499297302553,99.9950990130636
"Dim.20",2.10007329187885,0.00100213226915998,99.9961011453327
"Dim.21",1.90531612106941,0.000909196252939408,99.9970103415856
"Dim.22",1.50843930814539,0.000719810928793553,99.9977301525144
"Dim.23",1.01581328775489,0.000484735118072914,99.9982148876325
"Dim.24",0.969347000966419,0.000462561908405021,99.9986774495409
"Dim.25",0.712397562786512,0.000339948414610127,99.9990173979555
"Dim.26",0.652665499011696,0.00031144491959224,99.9993288428751
"Dim.27",0.256784476750563,0.000122534775984354,99.9994513776511
"Dim.28",0.225436248116533,0.000107575740213245,99.9995589533913
"Dim.29",0.203622246935719,9.71663346999589e-05,99.999656119726
"Dim.30",0.188804718691132,9.00955704268678e-05,99.9997462152965
"Dim.31",0.106622393178385,5.08790532370078e-05,99.9997970943497
"Dim.32",0.0994154477650753,4.74399768063511e-05,99.9998445343265
"Dim.33",0.0888111278476054,4.23797099942891e-05,99.9998869140365
"Dim.34",0.0678092557526475,3.23578437001379e-05,99.9999192718802
"Dim.35",0.0568187672563224,2.71133014174515e-05,99.9999463851816
"Dim.36",0.0438069186356946,2.09041879381359e-05,99.9999672893696
"Dim.37",0.0411772210083843,1.96493246623388e-05,99.9999869386942
"Dim.38",0.0160554774338853,7.66150024167559e-06,99.9999946001945
"Dim.39",0.00665487688574215,3.17563529819596e-06,99.9999977758298
"Dim.40",0.0024549996590002,1.17149929413167e-06,99.999998947329
"Dim.41",0.0022059824018511,1.05267095136294e-06,100
