"","eigenvalue","variance.percent","cumulative.variance.percent"
"Dim.1",2410953.44166013,98.4356730431863,98.4356730431863
"Dim.2",21405.0506447027,0.873936646940785,99.3096096901271
"Dim.3",15380.0875061329,0.627946288372461,99.9375559784995
"Dim.4",735.022737910878,0.030009894284181,99.9675658727837
"Dim.5",247.33201851442,0.0100982015193261,99.977664074303
"Dim.6",171.917155430979,0.00701912389103034,99.984683198194
"Dim.7",143.812795974792,0.00587166434630666,99.9905548625404
"Dim.8",79.5307416086848,0.00324712287786196,99.9938019854182
"Dim.9",51.1947723857898,0.002090207047971,99.9958921924662
"Dim.10",42.0923509525582,0.00171856860625729,99.9976107610725
"Dim.11",27.0949473159614,0.0011062467358473,99.9987170078083
"Dim.12",15.951404596213,0.000651272322509556,99.9993682801308
"Dim.13",4.81684991469061,0.000196664877515883,99.9995649450083
"Dim.14",2.95003885238351,0.000120445735251513,99.9996853907436
"Dim.15",2.24135498358761,9.15112181453932e-05,99.9997769019617
"Dim.16",1.54755659883911,6.31844533979295e-05,99.9998400864151
"Dim.17",1.08334251154175,4.42312768953674e-05,99.999884317692
"Dim.18",0.640177107514004,2.61374870854369e-05,99.9999104551791
"Dim.19",0.602197878290518,2.45868511728242e-05,99.9999350420303
"Dim.20",0.587049079231381,2.39683480506091e-05,99.9999590103783
"Dim.21",0.405887814568159,1.65718008140105e-05,99.9999755821791
"Dim.22",0.107334510542392,4.38230975490182e-06,99.9999799644889
"Dim.23",0.100279287370311,4.09425539872337e-06,99.9999840587443
"Dim.24",0.0845704804307162,3.45288798071975e-06,99.9999875116323
"Dim.25",0.0552118986486686,2.25422038831724e-06,99.9999897658527
"Dim.26",0.0512133651349493,2.09096616249624e-06,99.9999918568188
"Dim.27",0.0412296067749349,1.68334403396943e-06,99.9999935401629
"Dim.28",0.0345448571631315,1.41041556683571e-06,99.9999949505784
"Dim.29",0.0326392846946843,1.33261385352888e-06,99.9999962831923
"Dim.30",0.0313004845842752,1.27795261965301e-06,99.9999975611449
"Dim.31",0.0261085342340681,1.06597294460067e-06,99.9999986271178
"Dim.32",0.013847353849749,5.65367033852225e-07,99.9999991924849
"Dim.33",0.00665774907758421,2.71826075145353e-07,99.9999994643109
"Dim.34",0.00623782743322278,2.54681293759755e-07,99.9999997189922
"Dim.35",0.00233390561251184,9.52899238189682e-08,99.9999998142822
"Dim.36",0.00232494341191539,9.49240103872047e-08,99.9999999092062
"Dim.37",0.00222378409216502,9.07938245643868e-08,100
"Dim.38",2.4070615378865e-26,9.82767723523821e-31,100
"Dim.39",2.4070615378865e-26,9.82767723523821e-31,100
"Dim.40",2.4070615378865e-26,9.82767723523821e-31,100
"Dim.41",2.4070615378865e-26,9.8276772352382e-31,100
