Year,Station,StartDepth,EndDepth
1997,62,4.8768,2.4384
1997,72,4.2672,5.1816
1997,11,3.048,3.3528
1997,22,6.7056,4.8768
1997,24,7.0104,7.9248
1997,29,7.62,7.3152
1997,30,10.0584,10.9728
1997,38,7.9248,5.7912
1997,39,9.144,8.5344
1997,42,2.4384,4.8768
1997,45,7.9248,6.7056
1997,57,4.572,10.0584
1997,66,7.0104,6.7056
1997,71,1.8288,1.79832
1997,73,6.7056,6.7056
1997,74,7.3152,7.0104
1997,10,5.7912,5.4864
1997,11,3.3528,2.49936
1997,13,7.3152,3.6576
1997,20,8.2296,8.8392
1997,27,4.572,7.0104
1997,36,3.048,4.572
1997,39,9.7536,11.5824
1997,44,7.0104,6.7056
1997,48,5.1816,9.144
1997,50,6.096,3.9624
1997,52,5.7912,7.62
1997,54,7.0104,7.3152
1997,69,2.7432,1.8288
1997,75,4.8768,5.1816
1997,76,4.2672,4.572
1997,10,5.1816,7.0104
1997,17,8.5344,6.7056
1997,18,8.5344,7.62
1997,22,6.4008,6.096
1997,27,3.9624,9.4488
1997,32,9.7536,8.2296
1997,14,11.5824,6.7056
1997,22,6.4008,4.572
1997,25,2.22504,3.048
1997,26,3.3528,3.9624
1997,29,8.5344,7.62
1997,32,6.4008,9.7536
1997,35,3.3528,4.2672
1997,37,2.7432,3.6576
1997,42,3.3528,2.22504
1997,49,6.4008,6.096
1997,50,5.7912,2.7432
1997,66,7.9248,7.9248
1997,72,5.4864,4.2672
1997,75,7.0104,6.7056
1998,12,4.8768,3.6576
1998,13,7.3152,6.7056
1998,15,6.7056,7.62
1998,18,7.9248,7.62
1998,30,9.7536,10.668
1998,33,1.8288,1.9812
1998,34,2.1336,2.52984
1998,36,2.1336,6.096
1998,43,5.1816,3.048
1998,53,6.4008,6.4008
1998,61,1.524,3.6576
1998,64,5.7912,5.7912
1998,65,6.7056,0
1998,69,2.4384,2.4384
1998,10,5.1816,6.7056
1998,13,9.144,4.8768
1998,16,3.048,3.9624
1998,20,7.3152,5.4864
1998,25,3.048,1.524
1998,29,8.5344,7.3152
1998,31,9.144,9.144
1998,33,2.49936,2.4384
1998,34,2.7432,3.048
1998,39,9.144,7.62
1998,44,7.0104,5.7912
1998,45,7.0104,6.096
1998,48,4.8768,8.8392
1998,14,13.1064,7.0104
1998,19,10.3632,8.5344
1998,23,5.1816,5.1816
1998,27,3.3528,3.3528
1998,28,7.0104,6.096
1998,36,2.37744,3.3528
1998,38,8.8392,11.8872
1998,40,9.7536,8.5344
1998,41,3.048,2.7432
1998,47,1.8288,3.9624
1998,57,5.7912,7.0104
1998,60,3.048,0
1998,65,7.0104,6.7056
1998,67,8.2296,6.4008
1998,11,3.6576,5.1816
1998,12,5.7912,3.6576
1998,19,4.572,3.048
1998,20,6.7056,8.5344
1998,25,2.19456,1.88976
1998,28,3.3528,4.2672
1998,32,3.6576,3.3528
1998,38,10.3632,7.9248
1998,40,7.3152,9.7536
1998,47,1.70688,3.6576
1998,49,6.096,9.144
1998,68,1.85928,3.048
1998,77,2.1336,0
1998,13,10.0584,7.0104
1998,24,6.7056,7.9248
1998,26,4.572,2.62128
1998,30,8.8392,10.0584
1998,34,2.07264,5.1816
1998,41,3.9624,5.4864
1998,45,7.0104,4.8768
1998,47,1.8288,3.6576
1998,48,4.8768,10.668
1998,49,7.0104,8.5344
1998,51,1.9812,3.048
1998,55,6.7056,0
1998,57,6.096,4.2672
1998,61,2.65176,3.6576
1998,72,2.80416,4.572
1998,75,4.2672,3.9624
1998,10,5.4864,7.9248
1998,24,7.3152,7.62
1998,28,3.048,6.096
1998,29,7.9248,6.7056
1998,30,9.4488,10.0584
1998,37,2.16408,4.8768
1998,38,10.0584,11.5824
1998,43,6.4008,5.4864
1998,46,7.62,3.9624
1998,49,4.572,5.7912
1998,53,7.9248,6.7056
1998,68,2.1336,6.4008
1998,75,7.3152,6.096
1998,22,6.096,6.4008
1998,25,1.6764,1.73736
1998,27,3.3528,4.8768
1998,35,2.71272,3.6576
1998,41,3.6576,3.3528
1998,42,1.8288,3.048
1998,46,4.8768,3.9624
1998,48,4.572,9.7536
1998,51,2.01168,2.10312
1998,56,7.3152,3.6576
1998,73,7.0104,7.0104
1998,76,1.524,2.7432
1998,77,2.1336,3.6576
1998,10,6.096,5.1816
1998,20,7.0104,5.1816
1998,28,3.048,6.096
1998,29,7.62,7.3152
1998,30,10.3632,10.668
1998,33,2.62128,3.048
1998,34,2.7432,2.1336
1998,36,3.048,3.9624
1998,50,5.7912,8.5344
1998,54,6.7056,6.4008
1998,55,7.0104,0
1998,61,3.048,3.6576
1998,70,0.82296,2.25552
1998,74,7.62,7.3152
1998,77,2.10312,2.5908
1998,31,8.2296,9.4488
1998,32,3.3528,6.4008
1998,40,9.144,9.7536
1998,42,1.92024,5.1816
1998,46,4.2672,0
1998,52,4.2672,0
1998,53,6.4008,0
1998,54,7.62,6.096
1998,57,9.144,3.9624
1998,58,2.92608,4.572
1998,67,7.62,7.3152
1998,68,2.56032,6.4008
1998,70,3.3528,2.4384
1998,72,2.7432,2.4384
1998,76,1.58496,1.524
1998,10,4.572,5.4864
1998,13,7.3152,5.7912
1998,24,7.3152,0
1998,25,2.04216,2.65176
1998,27,3.3528,4.572
1998,41,4.572,6.7056
1998,42,2.34696,2.7432
1998,44,6.4008,5.7912
1998,47,1.9812,4.2672
1998,60,3.6576,2.4384
1998,62,5.1816,6.096
1998,69,1.79832,2.7432
1998,71,2.4384,2.4384
1998,27,3.3528,2.5908
1998,35,2.4384,3.048
1998,37,1.95072,3.048
1998,38,7.0104,5.4864
1998,40,8.5344,9.4488
1998,45,6.096,3.6576
1998,51,1.76784,2.286
1998,57,9.144,3.9624
1998,58,3.048,6.096
1998,63,4.8768,6.4008
1998,64,5.7912,4.8768
1998,68,1.8288,4.572
1998,70,3.048,2.77368
1998,71,2.31648,2.5908
1998,72,2.7432,4.572
1998,11,3.3528,2.65176
1998,15,7.0104,7.3152
1998,19,4.572,2.77368
1998,20,7.9248,8.5344
1998,26,4.8768,3.048
1998,45,6.7056,3.9624
1998,46,4.8768,5.4864
1998,50,6.096,4.572
1998,66,7.0104,7.62
1998,77,2.1336,2.65176
1998,15,6.7056,6.7056
1998,17,3.048,4.8768
1998,21,3.9624,9.144
1998,31,8.5344,5.7912
1998,32,3.6576,9.144
1998,38,8.8392,10.3632
1998,39,8.5344,10.3632
1998,42,2.07264,2.22504
1998,43,6.4008,4.572
1998,45,6.096,3.9624
1998,56,4.2672,0
1998,60,2.7432,0
1998,67,8.2296,7.0104
1998,69,1.61544,2.286
1998,75,4.572,4.8768
1998,10,5.4864,7.0104
1998,12,0,4.2672
1998,18,7.9248,9.7536
1998,20,12.192,8.5344
1998,21,3.9624,10.9728
1998,25,1.92024,2.8956
1998,36,2.4384,3.9624
1998,37,2.4384,4.8768
1998,41,4.2672,4.8768
1998,43,6.096,5.1816
1998,46,4.8768,3.048
1998,48,4.572,12.4968
1998,49,6.096,7.9248
1998,57,10.9728,4.2672
1998,61,0.70104,3.048
1998,62,5.1816,5.7912
1998,13,6.7056,5.4864
1998,17,3.048,6.7056
1998,19,2.1336,10.0584
1998,21,8.8392,10.0584
1998,24,7.62,8.2296
1998,29,7.62,7.62
1998,35,2.92608,3.3528
1998,38,8.5344,8.8392
1998,39,11.2776,10.0584
1998,42,2.4384,2.7432
1998,44,6.096,5.1816
1998,47,1.61544,3.6576
1998,51,2.5908,2.5908
1998,52,4.572,2.4384
1998,66,6.7056,6.7056
1998,76,1.31064,1.40208
1998,14,12.4968,0
1998,33,2.7432,3.048
1998,36,2.7432,3.9624
1998,37,2.1336,3.6576
1998,38,9.7536,8.8392
1998,40,9.144,0
1998,47,1.88976,4.8768
1998,55,6.7056,7.0104
1998,70,3.6576,0
1998,71,2.77368,2.5908
1998,72,1.524,3.048
1998,74,7.9248,7.62
1998,77,2.5908,2.5908
1998,10,4.572,5.7912
1998,17,3.048,6.096
1998,20,9.4488,4.8768
1998,21,3.9624,7.62
1998,22,6.7056,6.7056
1998,26,4.8768,3.048
1998,42,2.7432,2.98704
1998,49,5.7912,8.2296
1998,50,6.096,6.4008
1998,57,9.7536,4.8768
1998,60,3.048,4.2672
1998,66,6.7056,7.0104
1998,69,1.88976,2.65176
1998,77,2.4384,2.4384
1998,14,11.5824,7.62
1998,15,6.096,7.0104
1998,19,4.8768,3.9624
1998,21,4.2672,8.8392
1998,24,7.3152,7.62
1998,35,2.92608,5.7912
1998,41,4.2672,5.4864
1998,44,6.7056,6.4008
1998,50,5.4864,3.6576
1998,51,2.62128,2.5908
1998,56,6.4008,7.3152
1998,63,5.4864,0
1998,71,2.7432,3.048
1998,76,1.46304,1.524
1998,16,2.98704,4.2672
1998,27,3.6576,5.1816
1998,29,8.8392,0
1998,36,2.4384,3.6576
1998,49,6.096,7.9248
1998,51,1.8288,2.7432
1998,66,6.4008,0
1998,75,3.3528,1.524
1998,10,5.4864,8.5344
1998,11,3.048,0
1998,23,4.8768,4.572
1998,28,3.048,6.096
1998,41,4.2672,3.3528
1998,42,2.1336,2.1336
1998,49,6.096,7.9248
1998,52,4.2672,3.048
1998,58,3.9624,4.2672
1998,66,7.3152,6.7056
1998,67,7.0104,7.9248
1998,70,2.4384,3.9624
1998,71,2.4384,2.7432
1998,72,3.048,3.9624
1998,74,7.0104,7.0104
1998,77,1.8288,3.6576
1998,13,5.4864,3.6576
1998,14,12.192,7.3152
1998,15,7.0104,9.7536
1998,20,11.8872,8.5344
1998,24,7.0104,7.62
1998,26,4.572,3.048
1998,35,3.048,5.7912
1998,51,2.52984,2.5908
1998,58,7.0104,6.096
1998,63,4.8768,6.4008
1998,64,7.0104,6.7056
1998,73,6.7056,6.7056
1998,10,5.1816,8.8392
1998,11,3.048,7.62
1998,19,3.3528,2.7432
1998,23,5.7912,7.62
1998,24,7.0104,7.62
1998,26,4.572,2.7432
1998,31,8.8392,9.4488
1998,46,4.572,4.2672
1998,52,3.9624,2.1336
1998,53,6.096,6.096
1998,61,2.4384,3.6576
1998,68,2.1336,1.31064
1998,12,3.9624,4.572
1998,15,7.3152,3.048
1998,21,3.6576,3.048
1998,26,5.1816,3.048
1998,32,4.2672,5.1816
1998,34,3.048,5.7912
1998,46,4.8768,4.2672
1998,56,8.8392,7.62
1998,62,5.4864,7.3152
1998,64,6.4008,5.4864
1998,66,7.3152,7.3152
1998,69,2.1336,0
1998,70,3.9624,0
1998,72,7.3152,2.34696
1998,75,7.0104,6.4008
1998,17,2.5908,6.4008
1998,18,7.3152,5.7912
1998,34,2.31648,3.9624
1998,35,3.048,0
1998,39,9.7536,9.7536
1998,40,10.0584,9.7536
1998,43,6.096,5.1816
1998,45,6.7056,5.4864
1998,55,7.3152,7.0104
1998,60,3.048,2.56032
1998,63,5.1816,4.8768
1998,65,7.62,7.62
1998,66,7.3152,7.62
1998,10,5.7912,5.4864
1998,14,12.8016,8.2296
1998,21,4.572,9.144
1998,24,7.0104,7.3152
1998,42,2.4384,2.7432
1998,43,3.048,5.1816
1998,48,5.4864,10.3632
1998,51,2.7432,2.7432
1998,53,7.9248,6.7056
1998,64,10.0584,8.2296
1998,65,6.7056,7.0104
1998,66,7.3152,7.0104
1998,67,8.2296,7.0104
1998,70,3.6576,4.2672
1998,76,1.8288,2.1336
1998,13,7.9248,4.572
1998,15,6.4008,8.8392
1998,19,4.8768,3.9624
1998,23,6.4008,6.7056
1998,27,3.048,3.3528
1998,34,2.4384,3.6576
1998,43,4.572,3.3528
1998,57,9.144,4.2672
1998,58,3.9624,4.8768
1998,61,3.048,2.92608
1998,62,5.1816,6.096
1998,67,7.9248,7.0104
1998,70,3.048,0.9144
1998,71,2.4384,2.4384
1999,21,3.6576,2.7432
1999,22,6.7056,7.62
1999,23,6.096,6.096
1999,24,7.0104,0
1999,26,4.2672,2.7432
1999,27,3.048,6.096
1999,47,1.2192,0
1999,49,4.8768,5.4864
1999,53,6.4008,7.0104
1999,55,6.4008,7.0104
1999,56,6.4008,7.0104
1999,69,1.524,2.4384
1999,72,3.048,6.4008
1999,73,7.0104,7.3152
1999,15,5.7912,8.5344
1999,18,7.0104,8.2296
1999,21,3.9624,4.572
1999,22,6.4008,4.572
1999,30,9.4488,10.668
1999,34,2.4384,3.3528
1999,47,2.1336,4.572
1999,50,5.7912,6.7056
1999,51,2.5908,4.2672
1999,56,6.7056,3.6576
1999,70,3.3528,4.2672
1999,74,7.9248,7.9248
1999,75,4.8768,5.4864
1999,77,2.5908,2.286
1999,10,6.7056,6.7056
1999,13,10.0584,4.8768
1999,24,7.3152,4.8768
1999,33,2.1336,2.1336
1999,34,2.1336,4.8768
1999,36,2.286,4.572
1999,42,2.7432,1.524
1999,56,6.096,6.7056
1999,57,9.4488,5.4864
1999,58,3.3528,3.9624
1999,61,2.83464,2.7432
1999,63,5.4864,5.1816
1999,64,6.4008,6.4008
1999,20,11.8872,5.4864
1999,30,10.3632,9.144
1999,34,2.7432,6.096
1999,39,11.5824,10.9728
1999,42,2.52984,4.572
1999,45,6.7056,7.0104
1999,47,1.8288,3.9624
1999,48,5.4864,12.192
1999,56,6.7056,8.5344
1999,67,7.9248,7.62
1999,70,3.6576,2.286
1999,73,6.7056,7.3152
1999,74,7.3152,7.0104
1999,75,4.8768,1.8288
1999,11,3.048,6.096
1999,20,7.0104,9.144
1999,23,5.7912,6.4008
1999,29,7.3152,7.62
1999,34,3.048,2.1336
1999,46,4.8768,4.572
1999,52,4.572,2.4384
1999,58,3.6576,4.8768
1999,62,6.4008,0
1999,65,6.7056,6.7056
1999,66,6.7056,6.7056
1999,75,5.1816,7.3152
1999,76,2.7432,1.8288
1999,12,3.048,3.048
1999,20,11.5824,7.9248
1999,21,4.572,4.2672
1999,30,10.3632,10.668
1999,40,9.144,10.0584
1999,43,6.096,3.6576
1999,48,5.4864,10.9728
1999,50,5.7912,4.8768
1999,52,4.572,1.524
1999,53,6.096,5.7912
1999,56,6.4008,6.7056
1999,62,4.572,7.9248
1999,65,6.7056,6.096
1999,70,2.8956,3.6576
1999,11,3.6576,4.8768
1999,13,13.716,10.668
1999,15,6.4008,3.048
1999,18,7.62,9.4488
1999,34,5.4864,3.6576
1999,46,4.8768,5.4864
1999,48,5.1816,13.716
1999,49,5.7912,6.4008
1999,51,2.52984,3.048
1999,53,5.7912,6.7056
1999,61,3.048,3.9624
1999,62,7.3152,5.7912
1999,64,6.096,7.0104
1999,76,1.524,1.524
1999,14,13.4112,7.0104
1999,15,8.8392,7.3152
1999,18,7.9248,8.5344
1999,21,4.572,8.5344
1999,23,4.8768,6.4008
1999,25,1.524,1.3716
1999,29,10.9728,8.2296
1999,35,2.7432,3.048
1999,40,9.4488,9.7536
1999,45,6.096,6.096
1999,53,6.4008,6.096
1999,56,6.4008,7.0104
1999,57,8.5344,3.9624
1999,62,3.9624,3.3528
1999,74,7.9248,7.3152
1999,23,5.7912,7.3152
1999,31,8.5344,7.9248
1999,32,3.9624,5.7912
1999,33,2.7432,2.1336
1999,34,2.4384,4.572
1999,37,2.286,3.048
1999,38,9.7536,6.096
1999,52,3.6576,2.4384
1999,54,6.7056,6.4008
1999,60,2.5908,4.2672
1999,61,2.1336,4.572
1999,63,5.1816,6.7056
1999,77,2.4384,2.1336
1999,25,1.8288,1.524
1999,26,4.2672,2.1336
1999,27,3.3528,6.4008
1999,29,7.3152,7.3152
1999,33,1.92024,1.8288
1999,37,1.8288,3.048
1999,41,4.2672,3.3528
1999,46,4.2672,3.6576
1999,47,2.62128,4.2672
1999,52,6.7056,5.4864
1999,60,2.5908,3.048
1999,73,6.7056,6.7056
1999,75,3.9624,1.524
1999,10,5.1816,7.3152
1999,12,2.77368,3.048
1999,15,5.7912,6.096
1999,16,3.048,4.2672
1999,20,11.8872,8.8392
1999,24,6.7056,4.8768
1999,25,2.1336,1.524
1999,34,2.5908,1.8288
1999,37,1.8288,3.048
1999,38,8.8392,6.7056
1999,42,2.4384,1.2192
1999,45,6.7056,6.7056
1999,46,4.8768,4.572
1999,56,6.7056,7.62
1999,70,3.9624,3.6576
1999,74,9.144,7.3152
1999,10,4.572,6.096
1999,29,6.096,6.096
1999,38,9.144,4.2672
1999,40,8.8392,8.2296
1999,42,1.43256,1.524
1999,43,4.8768,1.8288
1999,50,2.4384,4.8768
1999,53,6.096,4.572
1999,67,7.9248,7.0104
1999,68,1.8288,1.2192
1999,71,2.4384,1.92024
1999,73,6.7056,6.4008
1999,74,7.3152,7.0104
1999,13,6.7056,6.4008
1999,14,11.8872,8.2296
1999,15,7.0104,9.144
1999,19,4.572,7.9248
1999,22,6.7056,4.8768
1999,25,1.46304,2.5908
1999,26,3.048,3.6576
1999,27,3.6576,5.4864
1999,28,3.3528,6.096
1999,38,9.4488,10.3632
1999,56,7.3152,7.3152
1999,64,6.096,0
1999,66,7.3152,7.3152
1999,69,1.8288,0
1999,14,12.4968,7.3152
1999,15,6.7056,2.7432
1999,21,3.3528,3.9624
1999,22,6.7056,6.7056
1999,28,2.4384,4.8768
1999,29,7.3152,6.7056
1999,31,8.2296,10.0584
1999,34,2.286,3.3528
1999,35,2.5908,3.6576
1999,47,1.524,3.048
1999,53,6.7056,6.7056
1999,56,7.3152,7.0104
1999,57,9.144,4.8768
1999,66,7.3152,7.0104
1999,69,1.64592,3.6576
1999,11,3.6576,4.2672
1999,17,3.9624,7.0104
1999,18,7.62,0
1999,19,4.2672,2.7432
1999,27,3.9624,3.6576
1999,28,4.8768,6.096
1999,36,2.4384,3.9624
1999,45,6.7056,6.7056
1999,50,5.4864,6.096
1999,53,6.7056,7.0104
1999,58,3.6576,6.7056
1999,62,5.1816,6.096
1999,67,7.62,7.62
1999,71,2.71272,3.048
1999,75,5.1816,5.4864
1999,10,5.1816,4.8768
1999,13,9.7536,0
1999,19,3.9624,1.8288
1999,20,11.5824,8.2296
1999,22,6.096,6.4008
1999,26,4.8768,3.048
1999,31,8.5344,9.144
1999,33,2.4384,2.1336
1999,42,1.8288,2.1336
1999,43,4.572,3.3528
1999,48,5.4864,14.6304
1999,53,6.096,4.8768
1999,54,6.096,6.096
1999,57,9.4488,6.4008
1999,77,1.8288,1.524
1999,31,9.144,7.3152
1999,35,3.048,2.4384
1999,38,9.7536,6.4008
1999,40,9.7536,10.668
1999,43,6.096,4.572
1999,46,3.3528,1.2192
1999,51,2.286,2.04216
1999,53,6.7056,5.7912
1999,54,6.7056,6.7056
1999,60,2.5908,3.6576
1999,63,5.4864,6.7056
1999,64,6.096,6.4008
1999,70,3.6576,3.9624
1999,16,3.3528,3.9624
1999,38,9.4488,3.6576
1999,44,6.4008,3.048
1999,48,5.1816,12.8016
1999,53,6.096,6.096
1999,54,6.4008,6.096
1999,68,2.4384,2.1336
1999,72,2.7432,3.6576
1999,73,6.4008,4.8768
1999,22,9.144,6.096
1999,23,6.096,7.0104
1999,27,3.3528,3.3528
1999,31,9.144,8.8392
1999,35,2.7432,1.8288
1999,38,8.5344,0
1999,39,9.4488,12.192
1999,40,9.144,9.144
1999,44,7.0104,4.572
1999,45,6.7056,5.7912
1999,62,5.4864,6.4008
1999,69,2.4384,3.048
1999,71,2.7432,2.4384
1999,76,1.8288,1.8288
1999,11,3.6576,4.572
1999,17,0.9144,6.4008
1999,26,4.8768,3.048
1999,31,8.8392,9.7536
1999,32,3.6576,3.6576
1999,43,5.1816,5.4864
1999,56,6.096,0
1999,57,7.62,4.8768
1999,60,2.7432,2.4384
1999,63,7.3152,4.2672
1999,64,5.4864,5.7912
1999,67,9.7536,7.0104
1999,70,3.3528,3.048
1999,73,7.0104,6.7056
1999,34,2.5908,1.524
1999,35,2.8956,2.4384
1999,36,2.5908,3.6576
1999,37,2.1336,3.6576
1999,46,4.572,3.3528
1999,53,7.62,4.8768
1999,57,9.144,4.2672
1999,70,3.9624,3.3528
1999,71,2.7432,2.1336
1999,77,1.64592,1.58496
1999,10,7.9248,4.8768
1999,12,3.3528,5.1816
1999,21,4.572,4.2672
1999,35,3.048,3.6576
1999,36,3.048,3.9624
1999,38,9.7536,6.4008
1999,39,10.0584,12.192
1999,40,9.7536,10.3632
1999,46,4.8768,3.9624
1999,53,7.3152,6.096
1999,57,6.7056,9.144
1999,67,7.62,7.62
1999,70,3.9624,4.572
1999,77,1.8288,1.8288
1999,17,3.048,6.7056
1999,26,5.1816,3.048
1999,46,4.2672,3.048
1999,50,5.4864,3.3528
1999,52,4.2672,2.68224
1999,63,6.096,7.62
1999,64,6.4008,7.0104
1999,67,7.0104,7.0104
1999,68,3.6576,1.524
1999,70,3.6576,4.8768
1999,72,3.048,2.52984
1999,73,7.0104,7.3152
1999,76,1.76784,1.73736
1999,15,7.0104,3.048
1999,16,3.048,0
1999,19,4.2672,3.048
1999,24,7.0104,5.7912
1999,26,5.1816,3.048
1999,34,2.5908,1.8288
1999,39,11.2776,10.3632
1999,41,4.572,5.7912
1999,46,4.8768,4.2672
1999,48,5.1816,10.9728
1999,49,5.7912,8.8392
1999,55,6.7056,6.7056
1999,65,6.4008,6.7056
1999,72,2.5908,1.8288
1999,76,2.01168,2.1336
1999,77,2.5908,3.048
1999,14,12.8016,6.4008
1999,18,8.0772,7.0104
1999,22,6.096,5.1816
1999,29,7.9248,7.62
1999,32,3.9624,8.8392
1999,34,2.34696,0
1999,35,2.77368,3.3528
1999,36,2.62128,3.6576
1999,39,0,10.0584
1999,42,2.10312,2.7432
1999,48,5.4864,7.9248
1999,53,6.7056,6.7056
1999,54,7.0104,0
1999,62,5.7912,6.7056
1999,77,2.01168,1.524
1999,24,7.3152,5.1816
1999,26,4.572,2.4384
1999,27,3.3528,3.6576
1999,28,2.7432,5.7912
1999,34,3.048,2.4384
1999,38,9.4488,5.7912
1999,44,7.0104,6.7056
1999,51,3.3528,4.2672
1999,61,4.2672,4.572
1999,65,7.3152,7.0104
1999,66,7.3152,7.62
1999,67,7.3152,7.9248
1999,71,2.7432,2.98704
1999,72,3.6576,2.8956
1999,76,1.524,1.524
2000,16,3.048,3.048
2000,19,4.572,3.048
2000,20,7.3152,9.144
2000,23,7.3152,6.4008
2000,25,1.524,2.7432
2000,29,6.096,6.7056
2000,38,8.8392,6.7056
2000,41,7.0104,7.0104
2000,43,5.7912,5.7912
2000,44,6.7056,6.7056
2000,46,4.8768,3.6576
2000,50,4.8768,5.1816
2000,61,3.9624,0
2000,11,3.048,5.7912
2000,14,13.4112,7.3152
2000,18,7.3152,7.9248
2000,21,4.8768,4.8768
2000,25,0.9144,1.524
2000,30,9.144,9.4488
2000,32,4.572,5.7912
2000,38,8.5344,5.4864
2000,48,4.8768,13.716
2000,50,5.4864,6.096
2000,51,1.8288,1.8288
2000,63,5.1816,5.4864
2000,74,7.3152,7.62
2000,75,4.572,5.1816
2000,11,3.9624,7.62
2000,14,13.4112,8.8392
2000,15,7.0104,9.7536
2000,21,3.9624,5.7912
2000,28,3.048,6.4008
2000,34,2.4384,3.6576
2000,36,2.7432,4.2672
2000,38,8.5344,6.096
2000,41,4.2672,8.2296
2000,44,6.7056,5.1816
2000,46,6.7056,7.0104
2000,58,3.9624,4.572
2000,66,7.0104,7.0104
2000,67,7.9248,7.62
2000,73,10.0584,6.096
2000,11,3.3528,5.4864
2000,29,7.62,7.0104
2000,35,2.4384,3.3528
2000,37,1.8288,3.048
2000,42,2.1336,2.1336
2000,48,5.1816,9.144
2000,49,5.7912,7.9248
2000,53,6.096,5.7912
2000,65,6.7056,6.7056
2000,70,3.6576,3.9624
2000,72,3.048,3.3528
2000,73,7.3152,7.3152
2000,74,3.9624,0
2000,75,2.4384,0
2000,12,3.6576,3.6576
2000,23,5.7912,6.096
2000,43,6.4008,3.6576
2000,45,6.4008,6.4008
2000,46,4.572,3.6576
2000,52,4.8768,3.048
2000,60,2.8956,2.7432
2000,72,2.4384,2.4384
2000,15,6.4008,8.5344
2000,18,7.3152,7.3152
2000,26,4.2672,2.4384
2000,30,9.144,10.3632
2000,37,1.73736,0
2000,41,4.8768,5.7912
2000,52,4.2672,5.4864
2000,53,6.096,0
2000,62,4.8768,0
2000,69,1.2192,2.4384
2000,70,1.2192,1.8288
2000,71,2.1336,4.8768
2000,76,1.2192,1.0668
2000,11,5.1816,6.096
2000,23,5.7912,6.4008
2000,24,7.0104,4.8768
2000,25,1.2192,1.524
2000,26,4.2672,2.7432
2000,31,9.144,9.4488
2000,34,2.7432,2.7432
2000,35,3.048,3.6576
2000,42,2.4384,1.2192
2000,43,6.7056,3.6576
2000,48,4.8768,14.3256
2000,50,5.7912,7.9248
2000,56,6.7056,6.4008
2000,57,9.4488,4.2672
2000,11,3.6576,9.144
2000,12,3.6576,5.7912
2000,15,6.7056,0
2000,16,2.5908,3.3528
2000,19,4.2672,4.2672
2000,41,3.9624,4.2672
2000,48,4.8768,9.4488
2000,50,5.1816,4.8768
2000,54,5.7912,4.2672
2000,61,2.1336,3.6576
2000,62,5.4864,6.4008
2000,66,6.7056,6.7056
2000,71,2.4384,2.4384
2000,73,7.0104,7.3152
2000,10,5.1816,3.9624
2000,11,3.048,4.572
2000,13,6.7056,6.096
2000,14,10.668,7.9248
2000,20,13.1064,8.2296
2000,22,6.096,5.7912
2000,26,3.6576,2.1336
2000,28,2.4384,5.7912
2000,30,9.144,0
2000,31,8.5344,8.5344
2000,48,8.2296,10.3632
2000,51,1.8288,2.4384
2000,72,2.4384,4.8768
2000,74,7.0104,7.0104
2000,17,3.048,3.6576
2000,18,8.2296,5.7912
2000,26,1.2192,3.048
2000,34,2.7432,0
2000,36,3.048,7.3152
2000,44,6.7056,4.572
2000,48,7.3152,9.144
2000,56,6.4008,3.6576
2000,61,2.1336,3.048
2000,64,6.4008,6.4008
2000,65,8.2296,6.7056
2000,67,7.0104,6.7056
2000,71,2.52984,2.1336
2000,76,0.85344,1.03632
2000,17,3.6576,3.6576
2000,20,12.4968,8.2296
2000,25,1.2192,1.524
2000,29,7.3152,6.7056
2000,32,3.6576,0
2000,38,8.2296,5.7912
2000,40,9.144,9.7536
2000,42,2.22504,2.7432
2000,43,6.096,5.1816
2000,46,4.2672,3.048
2000,48,5.4864,11.5824
2000,56,6.096,7.3152
2000,68,2.34696,0
2000,72,2.7432,2.1336
2000,73,7.0104,6.4008
2000,10,5.1816,3.6576
2000,11,3.6576,5.4864
2000,21,3.6576,5.1816
2000,24,7.0104,7.62
2000,31,7.9248,7.62
2000,37,2.40792,3.3528
2000,41,4.2672,4.572
2000,48,9.4488,13.1064
2000,50,6.4008,6.7056
2000,52,4.8768,3.048
2000,62,7.0104,0
2000,69,1.8288,2.95656
2000,73,7.0104,6.096
2000,13,7.9248,5.4864
2000,19,3.9624,3.3528
2000,20,12.192,8.8392
2000,26,4.572,2.7432
2000,28,3.048,0
2000,29,7.0104,6.096
2000,31,7.9248,9.7536
2000,42,1.8288,0.9144
2000,56,7.3152,0
2000,58,3.3528,3.9624
2000,63,5.4864,5.7912
2000,65,6.4008,6.4008
2000,73,6.7056,5.4864
2000,77,2.1336,1.8288
2000,12,3.048,7.62
2000,14,12.192,10.0584
2000,19,4.572,3.048
2000,22,6.7056,7.3152
2000,32,3.6576,3.3528
2000,36,2.8956,7.3152
2000,39,9.7536,10.0584
2000,41,4.572,3.9624
2000,45,6.7056,6.7056
2000,47,1.64592,3.3528
2000,48,4.2672,13.1064
2000,53,6.7056,6.096
2000,57,9.144,4.2672
2000,60,3.3528,3.048
2000,61,3.3528,4.2672
2000,64,6.4008,7.0104
2000,10,5.4864,4.572
2000,20,13.716,7.9248
2000,23,5.4864,6.4008
2000,29,7.62,7.62
2000,34,2.16408,1.58496
2000,39,10.9728,9.144
2000,40,8.5344,6.7056
2000,45,6.096,6.096
2000,47,1.524,3.9624
2000,54,6.096,6.096
2000,58,3.048,4.572
2000,62,4.8768,4.572
2000,64,6.096,8.2296
