Year,Station,StartDepth,EndDepth
1990,33,2.1336,4.2672
1990,45,5.7912,6.4008
1990,49,6.4008,5.4864
1990,54,6.096,6.096
1990,58,3.3528,3.048
1990,63,4.572,5.4864
1990,64,5.4864,6.7056
1990,67,7.3152,7.0104
1990,72,3.048,3.9624
1990,12,2.7432,3.6576
1990,15,9.144,7.9248
1990,17,6.7056,6.7056
1990,24,7.0104,7.0104
1990,26,3.048,4.2672
1990,28,3.9624,5.1816
1990,38,8.8392,5.7912
1990,40,8.8392,0
1990,44,6.7056,6.7056
1990,53,5.1816,5.4864
1990,58,3.048,3.3528
1990,68,6.096,6.7056
1990,75,4.2672,2.4384
1990,76,3.048,1.524
1990,29,6.096,6.096
1990,30,9.144,8.2296
1990,31,7.3152,9.144
1990,32,7.0104,4.8768
1990,33,1.8288,3.6576
1990,36,3.6576,2.1336
1990,37,4.8768,2.4384
1990,40,7.62,7.3152
1990,46,3.048,8.5344
1990,51,1.8288,2.1336
1990,56,6.7056,0
1990,57,3.6576,10.0584
1990,69,1.8288,1.8288
1990,70,3.048,3.048
1990,10,4.572,4.572
1990,13,5.4864,5.7912
1990,15,6.4008,8.8392
1990,16,2.1336,3.9624
1990,19,3.3528,11.5824
1990,30,10.0584,9.7536
1990,32,4.572,4.8768
1990,33,3.048,2.4384
1990,44,6.4008,6.096
1990,49,6.096,4.8768
1990,53,5.7912,5.1816
1990,54,6.096,6.096
1990,14,6.096,4.8768
1990,18,6.096,6.7056
1990,19,3.3528,3.048
1990,26,2.4384,2.7432
1990,33,2.286,1.9812
1990,41,7.0104,4.572
1990,43,4.572,5.4864
1990,46,4.8768,3.9624
1990,47,4.2672,4.2672
1990,48,3.9624,4.572
1990,49,5.4864,5.4864
1990,52,3.048,1.8288
1990,62,5.1816,6.7056
1990,69,2.7432,1.524
1990,77,1.8288,3.048
1990,10,3.9624,6.096
1990,11,4.2672,3.6576
1990,16,3.6576,3.048
1990,20,10.3632,4.8768
1990,23,6.096,7.3152
1990,27,3.6576,3.3528
1990,34,3.048,3.048
1990,38,6.7056,8.8392
1990,49,5.7912,6.4008
1990,50,4.2672,4.2672
1990,66,7.3152,7.3152
1990,68,6.7056,6.7056
1990,71,3.048,3.3528
1990,75,4.572,5.1816
1990,12,3.9624,3.048
1990,21,8.5344,7.0104
1990,24,6.096,3.3528
1990,25,3.6576,2.1336
1990,27,3.3528,3.3528
1990,29,7.3152,6.7056
1990,30,7.62,4.2672
1990,31,9.144,7.9248
1990,34,4.572,2.1336
1990,44,6.096,5.7912
1990,51,1.524,1.8288
1990,57,4.572,6.7056
1990,67,7.62,7.0104
1990,72,3.048,3.9624
1990,76,3.048,6.096
1990,14,3.3528,1.524
1990,17,7.0104,6.7056
1990,18,6.7056,6.7056
1990,29,7.0104,7.62
1990,35,3.048,7.0104
1990,36,4.8768,3.048
1990,40,8.5344,7.3152
1990,49,5.4864,7.0104
1990,58,4.8768,0
1990,64,5.4864,6.7056
1990,68,5.4864,3.048
1990,71,6.096,6.096
1990,76,2.4384,6.096
1990,14,7.0104,4.8768
1990,17,6.7056,6.096
1990,18,6.096,6.4008
1990,30,9.4488,8.8392
1990,33,1.8288,2.7432
1990,41,3.3528,4.2672
1990,51,1.8288,3.6576
1990,53,5.1816,4.572
1990,56,6.7056,6.4008
1990,58,4.572,4.572
1990,60,2.7432,1.8288
1990,65,6.4008,6.096
1990,66,6.7056,7.0104
1990,68,5.7912,6.096
1990,15,7.9248,7.9248
1990,20,9.7536,6.4008
1990,22,6.096,5.1816
1990,23,5.7912,4.2672
1990,25,4.572,3.048
1990,36,4.8768,4.2672
1990,37,2.5908,3.9624
1990,40,9.144,7.9248
1990,49,6.096,6.096
1990,54,6.7056,6.7056
1990,63,4.8768,6.4008
1990,68,5.7912,7.62
1990,71,6.7056,6.7056
1990,72,3.3528,3.3528
1991,13,4.2672,10.0584
1991,24,8.5344,8.8392
1991,30,10.0584,2.7432
1991,39,9.144,7.0104
1991,43,4.8768,6.096
1991,46,3.9624,4.2672
1991,48,3.6576,3.6576
1991,53,5.4864,5.4864
1991,61,1.2192,3.6576
1991,65,6.096,6.4008
1991,71,5.7912,3.048
1991,76,4.572,1.2192
1991,21,7.9248,6.096
1991,22,6.4008,6.4008
1991,27,3.6576,3.048
1991,31,10.3632,9.7536
1991,32,4.572,5.7912
1991,34,4.572,3.6576
1991,40,8.8392,8.8392
1991,43,5.4864,6.7056
1991,53,5.1816,3.048
1991,55,7.62,4.8768
1991,61,3.9624,3.6576
1991,66,7.0104,0
1991,69,1.8288,3.048
1991,71,6.096,2.7432
1991,16,3.048,3.048
1991,21,8.2296,7.9248
1991,30,9.144,9.4488
1991,31,8.2296,6.7056
1991,33,2.8956,1.524
1991,34,2.4384,3.048
1991,38,8.2296,6.4008
1991,39,9.4488,8.5344
1991,47,3.048,4.2672
1991,58,5.1816,3.6576
1991,61,1.2192,3.6576
1991,70,3.048,1.0668
1991,11,3.9624,3.3528
1991,13,7.0104,3.6576
1991,17,6.096,6.4008
1991,18,6.7056,6.7056
1991,19,5.4864,10.0584
1991,29,6.096,6.7056
1991,32,7.3152,7.0104
1991,35,3.048,3.6576
1991,44,6.4008,5.7912
1991,52,3.048,2.4384
1991,64,7.9248,3.9624
1991,67,6.096,4.8768
1991,68,7.9248,7.62
1991,15,6.7056,0.9144
1991,24,4.8768,3.3528
1991,27,3.6576,3.048
1991,34,3.6576,5.7912
1991,35,3.048,3.3528
1991,44,6.096,5.7912
1991,47,3.9624,3.048
1991,56,6.7056,6.7056
1991,62,4.8768,5.7912
1991,63,4.572,4.8768
1991,64,5.7912,6.4008
1991,66,7.0104,6.7056
1991,72,3.048,2.4384
1991,73,7.0104,6.7056
1991,74,7.0104,7.3152
1991,75,3.048,3.3528
1991,12,4.572,3.3528
1991,36,4.8768,3.9624
1991,42,1.8288,3.3528
1991,43,5.1816,4.2672
1991,46,4.8768,4.2672
1991,54,5.7912,6.096
1991,55,6.7056,6.4008
1991,57,5.1816,7.9248
1991,60,2.4384,2.1336
1991,65,7.0104,6.7056
1991,66,7.3152,7.0104
1991,74,7.62,7.3152
1991,75,2.4384,7.9248
1991,77,3.048,1.9812
1991,19,3.9624,9.144
1991,21,9.4488,9.4488
1991,22,6.7056,4.2672
1991,27,3.3528,3.048
1991,31,9.7536,7.9248
1991,32,8.5344,9.144
1991,41,3.9624,5.4864
1991,49,4.8768,5.7912
1991,52,3.048,1.524
1991,55,7.0104,6.7056
1991,62,5.1816,4.2672
1991,64,5.1816,4.8768
1991,65,6.4008,6.096
1991,67,6.4008,5.4864
1991,72,2.286,4.2672
1991,12,5.7912,2.7432
1991,20,6.096,8.8392
1991,26,2.8956,3.3528
1991,29,3.3528,6.4008
1991,33,1.8288,2.1336
1991,38,7.62,3.3528
1991,39,10.0584,13.4112
1991,43,5.4864,6.4008
1991,51,1.8288,2.4384
1991,65,6.7056,7.0104
1991,66,7.0104,7.0104
1991,71,6.096,3.6576
1991,74,7.62,7.62
1991,77,2.4384,1.8288
1991,24,8.5344,0
1991,36,3.9624,3.048
1991,37,1.8288,3.048
1991,38,6.7056,7.3152
1991,40,8.5344,7.0104
1991,49,5.4864,5.4864
1991,50,1.524,3.9624
1991,51,1.8288,3.9624
1991,53,5.1816,3.6576
1991,62,6.7056,5.1816
1991,67,5.1816,6.096
1991,75,3.048,3.9624
1991,77,1.8288,1.8288
1991,10,3.9624,3.3528
1991,24,7.9248,6.7056
1991,41,3.9624,4.572
1991,42,1.2192,3.048
1991,43,4.8768,5.7912
1991,45,5.1816,4.2672
1991,53,4.8768,6.096
1991,56,7.3152,4.8768
1991,58,3.6576,4.8768
1991,62,5.7912,3.9624
1991,67,6.4008,6.096
1991,68,6.096,1.524
1991,72,3.048,4.8768
1991,76,5.4864,4.8768
1991,14,7.62,6.096
1991,16,3.048,3.048
1991,18,5.7912,5.7912
1991,19,3.048,4.2672
1991,20,6.4008,3.048
1991,21,10.668,6.096
1991,22,6.4008,5.1816
1991,23,7.3152,6.4008
1991,34,4.8768,5.1816
1991,49,5.1816,5.4864
1991,54,6.096,6.4008
1991,60,3.048,3.6576
1991,65,7.0104,7.0104
1991,68,5.7912,4.8768
1991,70,3.048,3.6576
1991,77,1.524,1.8288
1991,13,7.3152,3.3528
1991,22,6.4008,6.096
1991,23,6.4008,5.7912
1991,30,10.0584,8.5344
1991,33,2.1336,4.572
1991,40,9.144,7.9248
1991,45,5.1816,6.096
1991,46,4.8768,7.0104
1991,48,3.6576,3.9624
1991,51,1.524,3.6576
1991,54,6.096,6.4008
1991,71,6.096,3.048
1991,74,7.62,7.62
1991,75,2.4384,3.9624
1991,16,3.048,3.048
1991,19,3.048,8.8392
1991,28,4.2672,3.048
1991,38,6.7056,4.2672
1991,42,2.1336,2.1336
1991,47,3.6576,3.9624
1991,52,3.048,3.3528
1991,56,7.0104,0
1991,60,3.3528,5.1816
1991,68,4.8768,7.0104
1991,70,3.3528,4.572
1991,72,3.3528,6.096
1991,76,2.4384,3.6576
1991,10,3.6576,3.3528
1991,11,2.7432,7.62
1991,19,2.7432,3.048
1991,23,6.096,3.6576
1991,27,3.6576,3.6576
1991,28,4.572,5.1816
1991,32,4.2672,6.096
1991,34,3.6576,3.048
1991,53,4.8768,6.096
1991,61,1.524,3.9624
1991,65,6.4008,6.4008
1991,71,5.7912,4.2672
1991,73,6.7056,7.0104
1991,74,7.62,3.9624
1991,12,4.572,3.9624
1991,13,6.096,3.6576
1991,17,6.096,6.096
1991,18,6.4008,7.0104
1991,31,7.3152,12.192
1991,32,4.572,5.4864
1991,39,9.7536,11.8872
1991,43,5.1816,4.2672
1991,49,5.4864,5.4864
1991,64,6.096,7.0104
1991,66,7.0104,7.0104
1991,69,2.1336,3.048
1991,77,1.2192,1.8288
1991,13,7.0104,3.9624
1991,19,4.2672,3.048
1991,21,7.9248,8.5344
1991,24,7.62,6.4008
1991,25,3.048,2.4384
1991,26,3.6576,3.6576
1991,28,4.8768,7.62
1991,44,6.7056,6.096
1991,64,6.4008,5.1816
1991,65,6.7056,6.096
1991,69,1.8288,1.8288
1991,72,3.048,3.9624
1991,74,7.62,7.9248
1991,11,3.3528,3.9624
1991,12,4.2672,3.3528
1991,13,7.0104,3.9624
1991,18,6.7056,6.7056
1991,22,6.4008,6.4008
1991,33,2.1336,4.572
1991,35,3.048,1.8288
1991,37,2.1336,3.6576
1991,39,9.7536,9.144
1991,40,8.8392,7.3152
1991,47,3.048,3.048
1991,50,1.2192,6.096
1991,52,3.3528,3.9624
1991,55,7.9248,3.6576
1991,58,2.4384,5.1816
1991,74,7.0104,7.0104
1991,10,3.3528,3.6576
1991,12,4.8768,1.8288
1991,15,7.9248,7.62
1991,22,5.7912,5.7912
1991,28,4.8768,5.4864
1991,32,5.7912,9.144
1991,37,2.1336,6.4008
1991,40,8.2296,8.2296
1991,46,4.8768,3.3528
1991,62,5.4864,4.2672
1991,64,5.4864,6.4008
1991,66,7.3152,7.3152
1991,71,5.4864,4.572
1991,75,3.048,3.6576
1991,18,6.7056,6.7056
1991,21,11.8872,9.7536
1991,23,6.4008,5.1816
1991,27,3.6576,3.9624
1991,31,9.4488,0
1991,35,2.7432,2.7432
1991,37,2.4384,3.3528
1991,40,8.2296,6.7056
1991,46,5.1816,3.048
1991,48,3.6576,2.7432
1991,62,5.7912,6.096
1991,63,5.7912,6.7056
1991,65,6.7056,7.0104
1991,66,7.0104,7.3152
1991,75,1.524,1.524
1991,16,3.6576,3.6576
1991,20,5.7912,2.7432
1991,29,5.7912,6.096
1991,33,1.8288,1.524
1991,34,3.3528,3.048
1991,37,2.4384,5.1816
1991,41,4.2672,6.7056
1991,45,4.8768,6.096
1991,56,6.7056,6.4008
1991,60,3.048,2.1336
1991,61,0,3.9624
1991,63,4.572,6.096
1991,72,0.9144,4.8768
1991,75,3.9624,6.7056
1991,77,2.4384,7.62
1991,13,5.7912,3.6576
1991,23,6.4008,6.096
1991,29,6.096,6.7056
1991,38,7.0104,7.0104
1991,39,9.7536,10.0584
1991,41,3.9624,5.1816
1991,43,5.4864,4.572
1991,50,3.9624,3.048
1991,51,3.048,3.9624
1991,52,3.6576,2.7432
1991,54,6.7056,6.7056
1991,56,7.3152,7.3152
1991,65,6.7056,0
1991,12,4.572,3.6576
1991,15,7.9248,7.3152
1991,20,6.096,7.62
1991,22,6.096,6.4008
1991,25,2.7432,2.1336
1991,31,8.2296,7.9248
1991,33,1.524,2.1336
1991,35,2.4384,3.9624
1991,46,4.2672,4.8768
1991,56,6.4008,6.4008
1991,66,6.7056,0
1991,68,6.096,6.4008
1991,71,5.1816,5.7912
1991,76,3.9624,5.7912
1991,77,1.8288,3.048
1991,10,3.9624,3.3528
1991,11,3.048,4.2672
1991,18,6.7056,6.7056
1991,21,10.668,7.62
1991,27,3.9624,4.8768
1991,28,4.2672,5.7912
1991,31,7.3152,6.7056
1991,34,3.9624,6.7056
1991,50,1.524,3.9624
1991,52,3.3528,2.4384
1991,55,7.3152,6.7056
1991,56,7.0104,6.4008
1991,64,5.7912,7.0104
1991,70,3.9624,4.2672
1991,75,1.8288,4.2672
1991,10,3.048,5.1816
1991,13,6.096,3.9624
1991,18,6.4008,7.0104
1991,19,3.048,3.048
1991,21,7.62,7.9248
1991,27,9.7536,2.4384
1991,29,6.096,7.0104
1991,32,9.144,7.9248
1991,33,1.8288,2.7432
1991,41,4.2672,6.096
1991,58,3.9624,2.7432
1991,64,6.096,6.4008
1991,69,1.6764,2.1336
1991,72,3.048,5.1816
1991,75,3.048,5.1816
1991,19,3.9624,9.144
1991,23,6.096,6.4008
1991,25,2.1336,1.9812
1991,26,4.572,4.2672
1991,27,3.9624,4.8768
1991,37,2.4384,3.6576
1991,38,8.2296,8.5344
1991,42,1.8288,2.286
1991,45,6.7056,6.7056
1991,52,3.6576,4.2672
1991,65,6.7056,7.0104
1991,68,6.4008,6.096
1991,70,3.3528,4.2672
1992,11,3.048,4.572
1992,16,3.3528,3.6576
1992,32,4.8768,6.4008
1992,35,3.048,3.6576
1992,38,7.3152,6.096
1992,40,7.9248,7.9248
1992,43,5.1816,3.6576
1992,49,4.572,5.7912
1992,51,2.8956,3.6576
1992,53,6.096,3.048
1992,54,6.096,0
1992,60,3.3528,1.8288
1992,68,5.4864,7.0104
1992,72,3.3528,2.8956
1992,14,9.4488,4.572
1992,16,1.0668,0
1992,18,6.096,6.7056
1992,22,6.4008,6.7056
1992,23,6.7056,6.4008
1992,40,8.5344,8.2296
1992,48,2.4384,3.6576
1992,49,5.1816,4.2672
1992,54,6.4008,6.096
1992,55,7.9248,3.6576
1992,58,4.8768,4.8768
1992,62,4.572,3.048
1992,63,5.1816,7.9248
1992,69,2.4384,3.6576
1992,16,1.524,3.9624
1992,25,2.7432,1.8288
1992,28,4.8768,5.4864
1992,29,6.7056,6.7056
1992,31,7.62,9.144
1992,38,6.7056,3.6576
1992,47,3.048,3.3528
1992,54,5.7912,5.7912
1992,61,2.4384,3.6576
1992,67,6.096,6.7056
1992,68,5.4864,0
1992,73,6.4008,6.4008
1992,77,3.048,4.8768
1992,12,3.048,3.048
1992,16,1.2192,3.3528
1992,17,6.4008,6.096
1992,26,1.524,2.4384
1992,27,3.6576,3.6576
1992,31,8.5344,8.2296
1992,35,2.7432,1.8288
1992,41,4.2672,5.1816
1992,50,2.4384,5.1816
1992,51,1.8288,2.1336
1992,54,6.4008,6.4008
1992,56,7.0104,6.7056
1992,64,5.7912,5.4864
1992,68,6.096,1.524
1992,69,2.1336,1.524
1992,76,1.524,4.2672
1992,11,3.048,3.9624
1992,17,6.7056,6.096
1992,28,4.572,5.7912
1992,29,6.7056,7.0104
1992,31,8.2296,9.7536
1992,42,2.1336,3.048
1992,45,5.7912,3.6576
1992,47,3.9624,3.6576
1992,49,5.1816,5.7912
1992,66,7.3152,7.0104
1992,67,6.4008,4.572
1992,69,2.4384,3.3528
1992,72,2.7432,5.1816
1992,74,7.3152,5.7912
1992,76,1.8288,1.524
1992,11,2.7432,2.4384
1992,14,3.6576,5.4864
1992,29,6.096,6.096
1992,32,3.3528,4.2672
1992,37,2.1336,7.3152
1992,40,9.144,9.4488
1992,42,1.2192,3.048
1992,43,4.572,5.7912
1992,45,4.2672,6.4008
1992,50,6.096,7.3152
1992,53,5.1816,6.096
1992,60,2.7432,2.1336
1992,73,7.0104,0
1992,77,2.7432,4.8768
1992,17,6.7056,5.7912
1992,24,8.5344,6.7056
1992,25,3.9624,1.8288
1992,29,6.096,6.7056
1992,30,11.2776,9.7536
1992,31,8.8392,8.5344
1992,41,4.2672,6.096
1992,44,6.4008,5.1816
1992,47,3.3528,3.3528
1992,48,3.9624,6.7056
1992,51,2.7432,4.2672
1992,53,5.7912,5.7912
1992,61,3.048,3.6576
1992,65,6.7056,6.7056
1992,67,6.096,7.3152
1992,14,4.8768,8.5344
1992,22,6.4008,6.096
1992,24,7.62,6.4008
1992,28,4.572,5.4864
1992,32,4.2672,8.5344
1992,34,4.8768,3.048
1992,41,4.2672,4.572
1992,43,4.572,5.7912
1992,49,5.1816,6.4008
1992,53,4.2672,4.572
1992,54,4.8768,6.096
1992,60,3.048,1.8288
1992,61,1.8288,3.6576
1992,63,3.9624,4.572
1992,76,1.8288,1.8288
1992,13,6.7056,5.1816
1992,18,6.7056,5.1816
1992,25,3.3528,3.048
1992,29,5.4864,6.4008
1992,31,8.8392,7.9248
1992,38,9.144,6.096
1992,45,5.1816,4.572
1992,52,3.6576,2.1336
1992,57,5.4864,7.0104
1992,62,3.9624,5.1816
1992,64,5.7912,7.0104
1992,65,6.7056,7.0104
1992,66,6.7056,6.7056
1992,75,2.1336,1.8288
1992,15,9.144,8.5344
1992,16,3.3528,3.6576
1992,18,6.096,6.096
1992,19,3.3528,3.6576
1992,21,6.7056,7.9248
1992,25,2.37744,1.524
1992,33,1.524,3.9624
1992,36,3.048,2.4384
1992,45,6.4008,3.048
1992,46,4.8768,4.8768
1992,53,5.4864,5.4864
1992,54,5.7912,5.7912
1992,55,7.0104,6.4008
1992,62,5.7912,3.9624
1992,70,3.048,3.048
1992,75,3.048,7.0104
1992,13,6.096,4.572
1992,15,7.9248,6.7056
1992,17,6.7056,6.4008
1992,20,7.3152,9.4488
1992,22,6.4008,6.4008
1992,32,8.2296,7.3152
1992,33,2.1336,1.9812
1992,39,8.2296,13.716
1992,42,1.8288,2.4384
1992,47,6.096,3.3528
1992,51,1.8288,3.3528
1992,60,2.7432,1.524
1992,61,2.1336,3.3528
1992,65,6.4008,0
1992,70,3.3528,4.2672
1992,72,3.048,6.4008
1992,14,5.7912,0
1992,19,3.048,6.7056
1992,24,7.62,7.0104
1992,28,6.7056,3.048
1992,37,1.8288,2.4384
1992,42,3.3528,1.8288
1992,47,3.6576,3.9624
1992,49,4.8768,5.7912
1992,51,2.4384,3.6576
1992,62,4.2672,4.2672
1992,66,7.0104,7.3152
1992,76,1.524,6.4008
1992,21,7.3152,7.3152
1992,26,5.4864,3.6576
1992,30,10.3632,10.3632
1992,37,2.1336,3.048
1992,46,5.4864,0
1992,48,3.9624,1.524
1992,49,5.4864,5.7912
1992,54,6.4008,6.7056
1992,65,6.7056,7.0104
1992,66,6.7056,6.7056
1992,67,5.7912,7.3152
1992,68,4.2672,4.2672
1992,25,2.7432,1.524
1992,28,4.572,4.8768
1992,29,3.6576,9.7536
1992,31,7.3152,7.62
1992,32,4.2672,4.8768
1992,35,2.4384,3.3528
1992,37,1.524,5.1816
1992,40,8.2296,0
1992,47,3.048,3.3528
1992,48,4.2672,4.2672
1992,49,4.8768,5.1816
1992,52,3.048,1.524
1992,56,7.3152,6.7056
1992,62,2.4384,3.3528
1992,65,6.4008,6.4008
1992,12,5.4864,3.048
1992,22,6.4008,7.62
1992,23,6.7056,5.7912
1992,25,3.048,0
1992,29,11.2776,6.4008
1992,37,2.7432,7.62
1992,40,8.5344,7.9248
1992,43,5.1816,3.048
1992,47,4.8768,5.1816
1992,48,2.4384,3.048
1992,56,7.0104,6.7056
1992,57,4.8768,7.0104
1992,59,2.4384,1.524
1992,66,7.3152,7.3152
1992,73,7.0104,7.3152
1992,75,2.4384,3.6576
1992,19,5.4864,10.668
1992,29,5.7912,6.4008
1992,32,4.8768,6.096
1992,33,2.4384,1.2192
1992,39,9.7536,10.0584
1992,41,2.4384,4.8768
1992,44,6.4008,6.7056
1992,46,5.1816,3.9624
1992,51,1.524,1.524
1992,56,7.62,7.0104
1992,64,5.1816,5.1816
1992,73,6.4008,6.4008
1992,76,1.8288,2.1336
1992,77,1.2192,1.524
1992,12,3.9624,1.8288
1992,14,5.7912,11.5824
1992,16,2.7432,3.6576
1992,23,5.4864,4.572
1992,24,7.3152,6.096
1992,25,3.048,11.2776
1992,26,3.048,2.7432
1992,39,9.7536,8.8392
1992,43,4.8768,5.7912
1992,61,1.524,3.9624
1992,63,3.9624,6.096
1992,64,5.7912,5.4864
1992,70,3.048,1.524
1992,76,1.8288,1.8288
1992,13,5.1816,4.572
1992,15,7.3152,7.9248
1992,17,6.096,6.4008
1992,19,5.7912,3.9624
1992,27,3.048,5.7912
1992,31,7.62,8.8392
1992,34,4.8768,3.048
1992,36,2.4384,3.048
1992,42,1.524,2.7432
1992,47,5.1816,4.572
1992,53,5.7912,6.7056
1992,57,6.096,3.9624
1992,73,7.62,7.9248
1992,75,1.524,1.2192
1992,14,8.5344,3.6576
1992,26,4.2672,3.048
1992,32,4.572,6.4008
1992,34,4.2672,1.8288
1992,36,3.048,6.7056
1992,38,6.7056,5.4864
1992,40,8.2296,0
1992,51,1.8288,2.4384
1992,52,3.3528,1.8288
1992,57,12.192,3.9624
1992,62,3.048,3.048
1992,65,7.0104,7.0104
1992,71,4.8768,3.6576
1992,76,1.524,2.7432
1992,10,4.572,6.7056
1992,11,3.048,3.3528
1992,15,7.62,8.2296
1992,20,7.0104,9.144
1992,26,4.572,2.7432
1992,33,1.8288,1.8288
1992,43,2.4384,0
1992,52,3.6576,2.1336
1992,56,7.3152,5.1816
1992,64,5.7912,7.3152
1992,74,6.7056,7.3152
1992,76,1.524,1.524
1992,13,5.4864,4.8768
1992,27,3.3528,2.7432
1992,28,5.1816,5.7912
1992,39,9.144,9.7536
1992,41,4.572,5.4864
1992,44,5.7912,6.096
1992,48,2.4384,5.1816
1992,54,7.0104,7.62
1992,58,5.1816,5.4864
1992,67,6.7056,7.9248
1992,68,5.4864,0
1992,11,9.4488,5.7912
1992,13,7.9248,3.9624
1992,15,8.5344,7.62
1992,31,8.5344,7.9248
1992,32,3.6576,5.7912
1992,41,3.048,3.9624
1992,43,4.8768,3.3528
1992,44,6.096,6.096
1992,53,5.7912,6.7056
1992,61,3.048,0
1992,66,6.7056,7.0104
1992,69,3.9624,2.1336
1992,73,6.7056,6.7056
1992,11,2.7432,3.048
1992,19,3.6576,3.048
1992,20,8.2296,5.1816
1992,21,9.4488,7.3152
1992,23,5.4864,6.096
1992,33,2.4384,2.1336
1992,34,3.9624,2.4384
1992,35,2.7432,4.2672
1992,38,8.5344,8.8392
1992,51,1.524,0.9144
1992,55,7.62,7.3152
1992,56,5.1816,8.2296
1992,57,10.668,4.2672
1992,70,3.048,3.048
1992,14,5.7912,6.7056
1992,28,6.7056,6.096
1992,33,2.7432,1.8288
1992,34,4.2672,2.1336
1992,45,5.4864,7.0104
1992,50,5.7912,6.7056
1992,52,3.6576,2.286
1992,53,6.096,7.0104
1992,60,3.3528,2.4384
1992,61,4.2672,4.2672
1992,62,2.7432,3.9624
1992,64,6.096,7.3152
1992,68,4.2672,1.8288
1992,73,7.0104,7.0104
1992,10,3.9624,5.7912
1992,11,2.4384,3.048
1992,13,5.1816,4.8768
1992,18,6.096,6.4008
1992,20,8.5344,3.9624
1992,25,4.2672,1.8288
1992,40,8.5344,7.62
1992,41,3.6576,3.6576
1992,64,5.7912,7.0104
1992,66,7.0104,7.3152
1992,67,6.096,5.7912
1992,72,2.4384,2.4384
1992,76,1.8288,1.524
1992,14,5.4864,4.2672
1992,18,7.0104,6.7056
1992,27,4.2672,4.8768
1992,28,5.4864,5.7912
1992,29,5.4864,8.2296
1992,35,3.3528,5.7912
1992,37,1.9812,6.4008
1992,42,2.8956,0
1992,47,4.2672,5.1816
1992,48,3.3528,4.8768
1992,56,5.1816,6.7056
1992,66,7.3152,7.0104
1992,67,5.7912,7.3152
1992,70,3.6576,4.2672
1992,73,7.0104,7.0104
1993,12,5.4864,2.7432
1993,15,8.8392,8.2296
1993,19,3.3528,4.572
1993,24,7.9248,7.62
1993,26,3.3528,2.8956
1993,41,3.6576,3.9624
1993,45,6.096,5.7912
1993,54,7.3152,5.7912
1993,58,4.2672,5.4864
1993,64,5.1816,6.096
1993,68,6.096,0
1993,75,1.8288,4.2672
1993,76,3.3528,2.34696
1993,13,6.7056,7.0104
1993,14,7.62,7.62
1993,31,8.8392,7.0104
1993,34,4.572,6.096
1993,41,3.048,6.4008
1993,43,4.572,4.572
1993,50,0.9144,4.572
1993,54,8.2296,6.4008
1993,60,3.048,10.9728
1993,63,3.9624,4.572
1993,64,5.7912,6.4008
1993,65,6.7056,7.0104
1993,67,7.3152,7.0104
1993,74,3.3528,6.7056
1993,77,2.7432,3.048
1993,14,6.7056,5.1816
1993,18,6.096,6.096
1993,23,5.4864,5.7912
1993,31,8.8392,8.5344
1993,41,3.6576,3.6576
1993,47,3.3528,4.8768
1993,49,6.096,6.7056
1993,51,2.4384,4.2672
1993,55,7.0104,7.0104
1993,62,6.7056,4.2672
1993,66,7.3152,7.0104
1993,67,8.2296,7.62
1993,68,5.7912,5.7912
1993,71,2.7432,4.2672
1993,76,4.8768,7.62
1993,10,4.8768,0
1993,12,5.1816,1.8288
1993,14,5.1816,5.4864
1993,15,8.5344,7.62
1993,17,6.4008,0
1993,18,7.9248,0
1993,25,6.096,1.2192
1993,28,3.6576,6.096
1993,30,9.4488,9.7536
1993,39,8.5344,11.2776
1993,45,5.4864,3.9624
1993,62,4.7244,6.096
1993,63,3.6576,6.096
1993,65,4.572,6.096
1993,67,4.572,6.4008
1993,75,0.9144,3.048
1993,10,4.572,3.3528
1993,16,3.3528,3.048
1993,20,7.62,10.0584
1993,25,2.1336,1.524
1993,28,4.572,6.096
1993,29,5.1816,0
1993,30,10.9728,10.668
1993,39,9.7536,10.9728
1993,53,5.4864,4.8768
1993,60,3.048,3.3528
1993,63,3.6576,4.572
1993,64,4.8768,6.4008
1993,67,7.62,7.9248
1993,68,5.7912,3.9624
1993,74,7.0104,4.8768
1993,12,4.8768,5.4864
1993,15,7.9248,6.096
1993,19,3.048,6.7056
1993,27,3.9624,4.572
1993,28,5.1816,3.6576
1993,33,1.8288,4.572
1993,42,1.524,1.6764
1993,53,4.8768,4.8768
1993,54,6.096,5.1816
1993,58,2.1336,3.9624
1993,63,4.572,4.572
1993,67,7.3152,7.3152
1993,75,1.524,4.2672
1993,76,3.6576,1.2192
1993,10,3.9624,3.3528
1993,13,6.096,12.8016
1993,19,3.048,7.0104
1993,25,2.1336,0.9144
1993,30,12.192,10.668
1993,32,9.7536,5.4864
1993,35,3.048,3.9624
1993,38,6.7056,6.7056
1993,43,4.572,4.572
1993,46,4.572,3.3528
1993,48,2.7432,3.3528
1993,56,7.0104,5.7912
1993,66,7.3152,7.0104
1993,73,7.0104,0
1993,75,3.6576,7.62
1993,10,4.572,3.6576
1993,32,4.2672,9.7536
1993,35,3.6576,4.572
1993,45,6.4008,6.4008
1993,47,3.9624,3.3528
1993,48,3.048,3.9624
1993,54,6.4008,6.096
1993,55,6.4008,7.62
1993,58,2.5908,3.048
1993,60,0,0
1993,63,4.8768,5.7912
1993,68,5.7912,6.4008
1993,74,7.0104,3.3528
1993,76,4.8768,6.096
1993,19,3.3528,7.62
1993,35,3.6576,3.9624
1993,38,6.096,8.2296
