"","id","StartDepth","EndDepth","SurfaceSalinity","BottomSalinity","SurfaceDO","BottomDO","SurfaceTemp","BottomTemp","Secchi","Year","Week","Month","Date","Station","Season","StartLat","EndLat","StartLong","EndLong","anchovy.y","bluecrab.y","bluefish.y","butter.y","calico.y","clearnosesk.y","cunner.y","dog.y","fluke.y","herring.y","hog.y","horse.y","jack.y","king.y","littlesk.y","lizard.y","mantis.y","menhaden.y","naked.y","pipe.y","puffer.y","robin.y","sand.y","scad.y","scup.y","seabass.y","seagoby.y","silverside.y","smallfl.y","spider.y","spot.y","spothake.y","squid.y","strrobin.y","tautog.y","toad.y","tomcod.y","weak.y","window.y","winterfl.y","wintersk.y","Grand.Total"
"1",1991191,3.048,4.8768,27.6,27.8,8.2,8.2,13.3,13.3,2.4384,1991,19,"may","06/05/1991",1,"spring",NA,NA,NA,NA,NA,1,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,7,NA,28
"2",1991201,2.7432,3.9624,27.7,27.8,8.4,8.4,17,16.1,2.7432,1991,20,"may","13/05/1991",1,"spring",NA,NA,NA,NA,NA,NA,NA,NA,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,12,NA,109
"3",1991221,2.7432,3.048,27.6,27.8,8.1,8,20.8,20.3,2.4384,1991,22,"may","28/05/1991",1,"spring",NA,NA,NA,NA,NA,NA,NA,NA,1021,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,18,NA,1044
"4",1991301,3.048,2.7432,29,28.9,7,6.9,26,26,1.6764,1991,30,"july","23/07/1991",1,"summer",NA,NA,NA,NA,1,1,NA,NA,441,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,8,NA,1,19,NA,NA,NA,NA,NA,9,NA,1,NA,NA,NA,20,NA,525
"5",1991331,3.048,5.4864,29.3,29.3,6.8,6.8,24,24,1.6764,1991,33,"august","13/08/1991",1,"summer",NA,NA,NA,NA,NA,NA,1,NA,272,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,35,NA,401
"6",1991411,2.7432,6.7056,29.6,29.6,7.3,7.3,17.4,17.5,2.1336,1991,41,"october","08/10/1991",1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,15,NA,244
"7",1991431,3.048,3.9624,29.5,29.6,7.9,7.8,14.8,14.7,2.8956,1991,43,"october","21/10/1991",1,"fall",NA,NA,NA,NA,NA,1,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,159
"8",1991192,5.7912,5.7912,28,28,8.4,8.4,13.1,13,2.7432,1991,19,"may","06/05/1991",2,"spring",NA,NA,NA,NA,NA,1,NA,NA,35,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,15,NA,67
"9",1991252,4.8768,2.7432,28.4,28.4,7.7,7.6,21.4,21.4,1.2192,1991,25,"june","17/06/1991",2,"spring",NA,NA,NA,NA,NA,8,NA,1,523,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,27,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,15,61,NA,641
"10",1991282,4.572,5.4864,29,28.7,7.7,6.7,23.3,22.1,0.9144,1991,28,"july","09/07/1991",2,"summer",NA,NA,NA,NA,NA,1,NA,NA,235,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,27,NA,NA,NA,13,NA,NA,NA,25,NA,1,7,NA,NA,NA,NA,NA,NA,NA,1,NA,61,2,71,NA,450
"11",1991322,4.572,1.524,29.3,29.3,6.9,6,24.4,24,1.524,1991,32,"august","06/08/1991",2,"summer",NA,NA,NA,NA,3,1,NA,1,238,NA,NA,3,1,NA,2,1,1,NA,NA,NA,31,NA,NA,NA,2,1,NA,NA,57,NA,NA,5,NA,NA,NA,NA,NA,4,NA,1,NA,37,2,19,NA,410
"12",1991332,2.7432,1.8288,29.1,29.2,7.3,6.4,25.1,24.1,1.3716,1991,33,"august","13/08/1991",2,"summer",NA,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,4,NA,237
"13",1991372,4.8768,2.4384,29.2,29.1,7,6.8,23,22.5,1.524,1991,37,"september","09/09/1991",2,"fall",NA,NA,NA,NA,69,NA,1,NA,189,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,1,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,18,NA,2,NA,413
"14",1991382,4.572,1.8288,29,29,7.4,7.3,22.9,22.6,1.6764,1991,38,"september","18/09/1991",2,"fall",NA,NA,NA,NA,13,1,NA,NA,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,118,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,9,NA,373
"15",1991392,5.7912,3.9624,0,0,0,0,0,0,2.1336,1991,39,"september","23/09/1991",2,"fall",NA,NA,NA,NA,2,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,17,NA,9,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,3,NA,160
"16",1991432,5.1816,8.8392,29.4,29.5,8,7.7,14.8,14.2,2.8956,1991,43,"october","21/10/1991",2,"fall",NA,NA,NA,NA,1,1,1,1,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,161,NA,2,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,1,NA,325
"17",1991243,5.1816,6.7056,28.1,28.2,7.2,6.7,21.5,20.7,1.8288,1991,24,"june","10/06/1991",3,"spring",NA,NA,NA,NA,NA,5,NA,NA,1106,NA,NA,NA,6,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,14,102,NA,1245
