"","id","StartDepth","EndDepth","SurfaceSalinity","BottomSalinity","SurfaceDO","BottomDO","SurfaceTemp","BottomTemp","Secchi","Year","Week","Month","Date","Station","Season","StartLat","EndLat","StartLong","EndLong"
"1",1987271,3.9624,2.7432,25,25,0,7,21.5,21,1.524,1987,27,"july","02/07/1987",1,"summer",NA,NA,NA,NA
"2",1987262,4.572,5.1816,26.7,25.1,0,7.1,23.5,22,1.6764,1987,26,"june","25/06/1987",2,"spring",NA,NA,NA,NA
"3",1987233,8.5344,5.1816,23,22.5,0,8.3,19,18,1.9812,1987,23,"june","02/06/1987",3,"spring",NA,NA,NA,NA
"4",1987314,7.9248,7.62,21.5,25.5,0,5.8,24.5,24,1.0668,1987,31,"july","28/07/1987",4,"summer",NA,NA,NA,NA
"5",1987315,4.8768,5.7912,26,26,0,6.5,26,25,1.2192,1987,31,"july","28/07/1987",5,"summer",NA,NA,NA,NA
"6",1987206,6.4008,6.096,20,20.5,0,8.7,13.5,13.9,2.7432,1987,20,"may","13/05/1987",6,"spring",NA,NA,NA,NA
"7",1987307,3.048,3.9624,26.5,26,0,7,23,23,0.9144,1987,30,"july","20/07/1987",7,"summer",NA,NA,NA,NA
"8",1987298,3.6576,4.2672,26.5,26,0,6.5,23,23.5,1.0668,1987,29,"july","13/07/1987",8,"summer",NA,NA,NA,NA
"9",1987259,5.4864,4.8768,25,24,0,7.7,23,23,2.4384,1987,25,"june","16/06/1987",9,"spring",NA,NA,NA,NA
"10",19872510,4.2672,6.096,24.5,23.5,0,7,23,22,2.4384,1987,25,"june","16/06/1987",10,"spring",NA,NA,NA,NA
"11",19872411,3.3528,3.048,24,23,0,7.5,20,20,1.8288,1987,24,"june","09/06/1987",11,"spring",NA,NA,NA,NA
"12",19872912,3.9624,4.8768,26.5,26.5,0,6.7,23,23,1.2192,1987,29,"july","13/07/1987",12,"summer",NA,NA,NA,NA
"13",19872513,5.7912,11.5824,23,22.5,0,6.4,22,21.5,1.9812,1987,25,"june","16/06/1987",13,"spring",NA,NA,NA,NA
"14",19872514,11.5824,10.9728,24,24,0,7.6,21.5,21,2.1336,1987,25,"june","16/06/1987",14,"spring",NA,NA,NA,NA
"15",19872015,4.572,4.2672,20.5,21,0,9.1,13.5,13.5,3.048,1987,20,"may","13/05/1987",15,"spring",NA,NA,NA,NA
"16",19872616,3.6576,3.048,25.3,26,0,7.2,22,22,1.2192,1987,26,"june","24/06/1987",16,"spring",NA,NA,NA,NA
"17",19872317,6.4008,6.096,22.5,22,0,7.3,19.5,18.5,1.8288,1987,23,"june","02/06/1987",17,"spring",NA,NA,NA,NA
"18",19872618,7.3152,6.4008,24.7,26,0,6.5,23,21,1.8288,1987,26,"june","25/06/1987",18,"spring",NA,NA,NA,NA
"19",19872019,4.572,3.6576,21.8,19.8,0,8.2,14,13.8,2.5908,1987,20,"may","14/05/1987",19,"spring",NA,NA,NA,NA
"20",19872020,5.4864,5.4864,22,21,0,8,13.5,14,2.7432,1987,20,"may","14/05/1987",20,"spring",NA,NA,NA,NA
"21",19872921,8.5344,13.4112,26.5,26.5,0,6.5,23,24,1.2192,1987,29,"july","13/07/1987",21,"summer",NA,NA,NA,NA
"22",19873122,6.4008,6.7056,26.5,26,0,5.1,24.5,24,0.9144,1987,31,"july","28/07/1987",22,"summer",NA,NA,NA,NA
"23",19872423,5.4864,6.4008,24,20,0,7.4,20,20,1.8288,1987,24,"june","09/06/1987",23,"spring",NA,NA,NA,NA
"24",19873824,6.7056,0,26,26,0,7,22,21.5,0.9144,1987,38,"september","14/09/1987",24,"fall",NA,NA,NA,NA
"25",19872325,0.9144,0.6096,25.5,25,0,7.3,20,20,1.8288,1987,23,"june","03/06/1987",25,"spring",NA,NA,NA,NA
"26",19872626,5.7912,9.144,25.4,25.1,0,6.5,22.5,21,1.524,1987,26,"june","24/06/1987",26,"spring",NA,NA,NA,NA
"27",19872327,3.048,2.7432,25,23.5,0,7.2,20,19.5,1.524,1987,23,"june","03/06/1987",27,"spring",NA,NA,NA,NA
