"","id","StartDepth","EndDepth","SurfaceSalinity","BottomSalinity","SurfaceDO","BottomDO","SurfaceTemp","BottomTemp","Secchi","Year","Week","Month","Date","Station","Season","StartLat","EndLat","StartLong","EndLong"
"1",2010271,2.62128,3.47472,24.23,24.22,5.2,5.29,28.55,28.55,2.4384,2010,27,"june","29/06/2010",1,"spring",NA,NA,NA,NA
"2",2010242,4.93776,10.5156,20.47,19.94,5.57,5.59,28.01,28.24,3.048,2010,24,"june","09/06/2010",2,"spring",NA,NA,NA,NA
"3",2010233,9.32688,5.0292,20.61,19.11,5.85,5.87,27.8,28.08,3.6576,2010,23,"june","04/06/2010",3,"spring",NA,NA,NA,NA
"4",2010244,5.82168,6.18744,20.32,20.21,7.13,6.99,28.04,28.12,3.048,2010,24,"june","09/06/2010",4,"spring",NA,NA,NA,NA
"5",2010255,3.62712,6.2484,19.99,19.99,5.43,5.37,27.98,27.96,2.7432,2010,25,"june","14/06/2010",5,"spring",NA,NA,NA,NA
"6",2010246,7.80288,0,20.49,20.47,5.4,5.41,27.97,28.01,3.048,2010,24,"june","09/06/2010",6,"spring",NA,NA,NA,NA
"7",2010337,2.68224,4.32816,25.04,25.02,6.77,6.55,29.62,29.62,2.1336,2010,33,"august","10/08/2010",7,"summer",NA,NA,NA,NA
"8",2010268,3.99288,1.70688,22.18,22.01,5.71,5.64,28.45,28.44,2.4384,2010,26,"june","22/06/2010",8,"spring",NA,NA,NA,NA
"9",2010269,3.10896,4.66344,23.64,23.15,5.47,5.45,28.09,28.08,2.4384,2010,26,"june","22/06/2010",9,"spring",NA,NA,NA,NA
"10",20103010,4.45008,6.79704,25.72,25.72,3.93,4.03,28.81,28.82,2.4384,2010,30,"july","19/07/2010",10,"summer",NA,NA,NA,NA
"11",20102611,3.23088,1.95072,22.91,22.14,7.49,7.5,28.15,28.2,2.7432,2010,26,"june","22/06/2010",11,"spring",NA,NA,NA,NA
"12",20102512,3.13944,3.41376,19.57,19.6,5.28,5.21,28.23,28.23,3.048,2010,25,"june","14/06/2010",12,"spring",NA,NA,NA,NA
"13",20102413,10.39368,4.51104,20.55,20.32,5.99,5.82,27.87,28,2.4384,2010,24,"june","09/06/2010",13,"spring",NA,NA,NA,NA
"14",20102814,11.43,15.36192,25.7,24.71,3.64,3.4,28.63,28.85,2.4384,2010,28,"july","07/07/2010",14,"summer",NA,NA,NA,NA
"15",20102515,6.5532,10.11936,19.56,19.46,6.36,5.23,28.3,28.33,2.7432,2010,25,"june","14/06/2010",15,"spring",NA,NA,NA,NA
"16",20102416,3.38328,3.3528,20.69,20.66,5.88,5.87,26.8,27.11,2.7432,2010,24,"june","11/06/2010",16,"spring",NA,NA,NA,NA
"17",20102417,3.32232,6.33984,20.92,20.95,5.28,5.31,27.69,27.7,2.4384,2010,24,"june","09/06/2010",17,"spring",NA,NA,NA,NA
"18",20102618,3.68808,7.10184,24.1,21.93,5.61,5.45,27.68,28.24,2.4384,2010,26,"june","22/06/2010",18,"spring",NA,NA,NA,NA
"19",20102419,4.63296,9.08304,21,20.83,5.28,5.39,27.56,27.7,3.048,2010,24,"june","09/06/2010",19,"spring",NA,NA,NA,NA
"20",20102620,14.44752,10.3632,22.13,21.96,6.13,5.94,28.19,28.19,2.7432,2010,26,"june","22/06/2010",20,"spring",NA,NA,NA,NA
"21",20103121,5.27304,4.51104,25.7,25.55,5.52,5.38,28.71,28.73,2.4384,2010,31,"july","27/07/2010",21,"summer",NA,NA,NA,NA
"22",20102322,6.00456,6.76656,21.95,19.98,7.04,6.32,27.58,27.9,4.2672,2010,23,"june","04/06/2010",22,"spring",NA,NA,NA,NA
"23",20102823,6.03504,6.858,25.42,24.56,3.52,3.27,28.64,28.69,2.1336,2010,28,"july","07/07/2010",23,"summer",NA,NA,NA,NA
"24",20102324,6.94944,4.84632,21.89,19.87,5.76,5.55,27.62,27.86,2.7432,2010,23,"june","04/06/2010",24,"spring",NA,NA,NA,NA
"25",20102425,1.61544,3.32232,20.69,20.65,5.74,5.71,26.86,26.91,2.1336,2010,24,"june","11/06/2010",25,"spring",NA,NA,NA,NA
"26",20102526,4.93776,2.77368,21.2,20.9,5.04,5,27.1,27.16,3.048,2010,25,"june","15/06/2010",26,"spring",NA,NA,NA,NA
