"","id","StartDepth","EndDepth","SurfaceSalinity","BottomSalinity","SurfaceDO","BottomDO","SurfaceTemp","BottomTemp","Secchi","Year","Week","Month","Date","Station","Season","StartLat","EndLat","StartLong","EndLong"
"1",1999201,1.524,5.4864,27.74,27.63,8.27,8.91,15.99,15.95,2.4384,1999,20,"may","11/05/1999",1,"spring",NA,NA,NA,NA
"2",1999222,3.6576,2.1336,27.83,27.78,8.25,8.55,18.75,17.83,4.572,1999,22,"may","28/05/1999",2,"spring",NA,NA,NA,NA
"3",1999223,9.7536,9.7536,27.9,27.98,9.08,9.38,17.68,16.98,4.2672,1999,22,"may","28/05/1999",3,"spring",NA,NA,NA,NA
"4",1999234,3.6576,7.9248,27.83,27.83,8.39,8.25,20.72,20.66,2.7432,1999,23,"june","03/06/1999",4,"spring",NA,NA,NA,NA
"5",1999195,2.92608,5.7912,27.73,27.73,9.26,9.45,12.66,12.65,3.6576,1999,19,"may","05/05/1999",5,"spring",NA,NA,NA,NA
"6",1999316,7.3152,7.0104,29.26,29.22,6.69,6.38,25.77,25.41,3.048,1999,31,"july","28/07/1999",6,"summer",NA,NA,NA,NA
"7",1999217,2.4384,5.1816,27.93,27.9,9.08,9.29,16.24,16.11,3.048,1999,21,"may","17/05/1999",7,"spring",NA,NA,NA,NA
"8",1999198,3.9624,0,27.87,27.87,9.21,9.49,12.6,12.56,4.572,1999,19,"may","05/05/1999",8,"spring",NA,NA,NA,NA
"9",1999219,3.048,6.7056,27.61,27.59,8.45,8.84,17.59,17.58,3.9624,1999,21,"may","17/05/1999",9,"spring",NA,NA,NA,NA
"10",19992110,6.7056,6.7056,27.71,27.69,9.95,9.09,16.2,16,3.9624,1999,21,"may","17/05/1999",10,"spring",NA,NA,NA,NA
"11",19992311,3.048,6.096,27.75,27.75,8.4,8.64,21.29,21.23,2.7432,1999,23,"june","03/06/1999",11,"spring",NA,NA,NA,NA
"12",19992412,3.048,3.048,27.9,27.9,8.3,7.95,21.95,21.93,3.6576,1999,24,"june","08/06/1999",12,"spring",NA,NA,NA,NA
"13",19992113,10.0584,4.8768,27.68,27.81,8.7,8.9,16.28,15.8,3.9624,1999,21,"may","17/05/1999",13,"spring",NA,NA,NA,NA
"14",19992614,13.4112,7.0104,28.37,28.51,8.55,7.69,22.79,22.15,2.7432,1999,26,"june","25/06/1999",14,"spring",NA,NA,NA,NA
"15",19992015,5.7912,8.5344,27.71,27.71,9.07,9.27,15.65,14.79,4.2672,1999,20,"may","11/05/1999",15,"spring",NA,NA,NA,NA
"16",19992916,3.048,4.2672,28.59,28.6,6.63,6.44,24.1,23.64,2.7432,1999,29,"july","15/07/1999",16,"summer",NA,NA,NA,NA
"17",19993317,3.9624,7.0104,29.44,29.48,7.06,6.7,24.69,24.13,2.4384,1999,33,"august","13/08/1999",17,"summer",NA,NA,NA,NA
"18",19992018,7.0104,8.2296,27.52,27.51,8.85,9.43,15.12,14.66,4.572,1999,20,"may","11/05/1999",18,"spring",NA,NA,NA,NA
"19",19993119,4.572,7.9248,29.12,29.14,6.94,6.8,26.22,26.06,2.7432,1999,31,"july","28/07/1999",19,"summer",NA,NA,NA,NA
"20",19992220,11.8872,5.4864,27.81,27.8,8.23,8.15,18.46,17.39,4.572,1999,22,"may","28/05/1999",20,"spring",NA,NA,NA,NA
"21",19991921,3.6576,2.7432,27.57,27.66,8.35,8.92,13.21,12.87,4.8768,1999,19,"may","05/05/1999",21,"spring",NA,NA,NA,NA
"22",19991922,6.7056,7.62,27.71,27.82,9.3,10.51,13.86,12.65,5.4864,1999,19,"may","05/05/1999",22,"spring",NA,NA,NA,NA
"23",19991923,6.096,6.096,27.75,27.82,9.65,11.63,13.05,12.65,5.4864,1999,19,"may","05/05/1999",23,"spring",NA,NA,NA,NA
"24",19991924,7.0104,0,27.8,27.84,9.46,12.22,12.89,12.42,4.8768,1999,19,"may","05/05/1999",24,"spring",NA,NA,NA,NA
"25",19992625,1.524,1.3716,27.67,27.65,7.89,8.14,22.62,22.52,2.1336,1999,26,"june","22/06/1999",25,"spring",NA,NA,NA,NA
"26",19991926,4.2672,2.7432,27.19,27.19,8.77,9.21,15.07,14.13,5.1816,1999,19,"may","06/05/1999",26,"spring",NA,NA,NA,NA
"27",19991927,3.048,6.096,27.11,27.19,8.61,8.94,14.85,14.17,3.9624,1999,19,"may","06/05/1999",27,"spring",NA,NA,NA,NA
"28",19993128,3.3528,6.096,28.55,28.89,8.04,6.36,28.14,26.13,2.1336,1999,31,"july","27/07/1999",28,"summer",NA,NA,NA,NA
"29",19992329,7.3152,7.62,27.68,27.72,8.15,7.95,20.87,20.57,2.8956,1999,23,"june","03/06/1999",29,"spring",NA,NA,NA,NA
"30",19992030,9.4488,10.668,27.34,27.58,8.81,8.87,15.13,14.66,5.4864,1999,20,"may","11/05/1999",30,"spring",NA,NA,NA,NA
"31",19992731,8.5344,7.9248,28.35,28.37,8.08,8.2,24.05,23.99,2.1336,1999,27,"july","01/07/1999",31,"summer",NA,NA,NA,NA
"32",19992732,3.9624,5.7912,28.32,28.3,8.75,9.4,23.94,23.93,3.3528,1999,27,"july","01/07/1999",32,"summer",NA,NA,NA,NA
"33",19992133,2.1336,2.1336,27.07,27.04,9.52,8.59,17.39,17.39,3.048,1999,21,"may","18/05/1999",33,"spring",NA,NA,NA,NA
"34",19992034,2.4384,3.3528,26.99,27,8.87,9,15.95,15,3.3528,1999,20,"may","12/05/1999",34,"spring",NA,NA,NA,NA
