"","id","StartDepth","EndDepth","SurfaceSalinity","BottomSalinity","SurfaceDO","BottomDO","SurfaceTemp","BottomTemp","Secchi","Year","Week","Month","Date","Station","Season","StartLat","EndLat","StartLong","EndLong"
"1",1992191,3.6576,7.62,29.6,29.5,8.2,8.4,12.3,12.2,3.3528,1992,19,"may","04/05/1992",1,"spring",NA,NA,NA,NA
"2",1992212,4.572,0,29.3,29.6,8.7,8.7,14.4,14.4,2.1336,1992,21,"may","19/05/1992",2,"spring",NA,NA,NA,NA
"3",1992353,1.8288,4.2672,29.8,29.7,8.5,8.6,23.4,22.9,2.1336,1992,35,"august","24/08/1992",3,"summer",NA,NA,NA,NA
"4",1992264,3.048,5.7912,28.6,28.6,7.6,7.9,20.3,20.2,2.7432,1992,26,"june","25/06/1992",4,"spring",NA,NA,NA,NA
"5",1992205,5.1816,3.3528,29.6,29.6,8.8,8.9,12.4,12.2,3.6576,1992,20,"may","12/05/1992",5,"spring",NA,NA,NA,NA
"6",1992306,7.0104,5.4864,29.2,29.2,7.5,6.9,24.1,23.8,3.81,1992,30,"july","22/07/1992",6,"summer",NA,NA,NA,NA
"7",1992237,3.3528,3.6576,29.5,29.5,8.6,8.8,17.5,17,3.048,1992,23,"june","03/06/1992",7,"spring",NA,NA,NA,NA
"8",1992218,3.6576,1.8288,29.7,29.7,8.5,8.4,14.5,14.4,2.7432,1992,21,"may","19/05/1992",8,"spring",NA,NA,NA,NA
"9",1992199,5.4864,4.572,29.3,29.4,8.3,8,13.6,12.7,4.1148,1992,19,"may","04/05/1992",9,"spring",NA,NA,NA,NA
"10",19923810,4.572,6.7056,29.5,29.5,8.2,7.9,22.9,21.9,2.1336,1992,38,"september","15/09/1992",10,"fall",NA,NA,NA,NA
"11",19921911,3.048,4.572,29.5,29.5,8.4,8.1,12.6,12.6,3.9624,1992,19,"may","04/05/1992",11,"spring",NA,NA,NA,NA
"12",19922212,3.048,3.048,29.5,29.5,8,8.1,16.1,16.4,2.4384,1992,22,"may","26/05/1992",12,"spring",NA,NA,NA,NA
"13",19922713,6.7056,5.1816,28.3,28.5,8,7.2,22.3,21.5,2.5908,1992,27,"july","01/07/1992",13,"summer",NA,NA,NA,NA
