"","id","StartDepth","EndDepth","SurfaceSalinity","BottomSalinity","SurfaceDO","BottomDO","SurfaceTemp","BottomTemp","Secchi","Year","Week","Month","Date","Station","Season","StartLat","EndLat","StartLong","EndLong"
"1",2002191,1.2192,1.2192,29.82,29.73,8.39,8.67,15.45,15.39,1.8288,2002,19,"may","07/05/2002",1,"spring",NA,NA,NA,NA
"2",2002192,4.2672,0.9144,29.67,29.79,8.81,8.92,13.98,13.32,3.3528,2002,19,"may","07/05/2002",2,"spring",NA,NA,NA,NA
"3",2002213,9.4488,4.8768,29.57,29.58,8.7,8.67,14.33,13.92,3.3528,2002,21,"may","22/05/2002",3,"spring",NA,NA,NA,NA
"4",2002194,9.144,3.6576,29.82,29.79,8.93,8.97,13.93,13.59,4.2672,2002,19,"may","07/05/2002",4,"spring",NA,NA,NA,NA
"5",2002225,3.3528,3.6576,29.59,29.58,7.34,7.31,16.18,16.08,0,2002,22,"may","28/05/2002",5,"spring",NA,NA,NA,NA
"6",2002196,8.8392,3.048,29.69,29.78,8.56,8.79,13.46,13.39,3.9624,2002,19,"may","07/05/2002",6,"spring",NA,NA,NA,NA
"7",2002207,2.4384,3.3528,29.69,29.78,8.57,8.74,14.79,14.76,3.9624,2002,20,"may","17/05/2002",7,"spring",NA,NA,NA,NA
"8",2002228,3.9624,3.9624,29.58,29.55,7.83,7.91,16.46,16.31,2.5908,2002,22,"may","28/05/2002",8,"spring",NA,NA,NA,NA
"9",2002209,3.048,6.4008,29.38,29.59,8.42,8.41,14.85,14.7,1.6764,2002,20,"may","17/05/2002",9,"spring",NA,NA,NA,NA
"10",20022010,6.7056,8.5344,29.67,29.7,8.58,8.64,14.85,14.79,1.8288,2002,20,"may","17/05/2002",10,"spring",NA,NA,NA,NA
"11",20023011,3.9624,0,29.71,29.71,4.07,4.06,24.16,24.18,2.4384,2002,30,"july","25/07/2002",11,"summer",NA,NA,NA,NA
"12",20022812,3.9624,4.8768,29.3,29.3,5.21,5.18,24.46,24.43,3.048,2002,28,"july","08/07/2002",12,"summer",NA,NA,NA,NA
"13",20022113,6.096,3.048,29.57,29.52,8.97,9.08,15.06,14.24,3.5052,2002,21,"may","22/05/2002",13,"spring",NA,NA,NA,NA
"14",20022214,13.1064,0,29.57,29.59,7.79,7.95,16.3,16.24,2.5908,2002,22,"may","28/05/2002",14,"spring",NA,NA,NA,NA
"15",20022515,5.7912,9.144,28.91,28.94,8.13,8.08,19.81,19.29,2.5908,2002,25,"june","19/06/2002",15,"spring",NA,NA,NA,NA
"16",20021916,2.7432,3.3528,28.55,28.94,8.84,8.96,15.78,15.69,2.286,2002,19,"may","06/05/2002",16,"spring",NA,NA,NA,NA
"17",20022117,2.4384,6.4008,29.24,29.36,8.9,8.88,14.01,13.91,2.286,2002,21,"may","22/05/2002",17,"spring",NA,NA,NA,NA
"18",20022118,10.0584,2.7432,29.5,29.54,8.73,8.7,14.47,14,2.5908,2002,21,"may","22/05/2002",18,"spring",NA,NA,NA,NA
"19",20021919,6.7056,2.4384,29.6,29.82,8.28,8.71,13.34,13.29,2.7432,2002,19,"may","07/05/2002",19,"spring",NA,NA,NA,NA
"20",20022120,12.192,7.3152,29.55,29.58,8.81,8.71,14.4,13.95,2.5908,2002,21,"may","22/05/2002",20,"spring",NA,NA,NA,NA
"21",20021921,4.2672,6.096,29.69,29.74,8.24,8.57,13.53,13.51,3.2004,2002,19,"may","07/05/2002",21,"spring",NA,NA,NA,NA
