"","id","StartDepth","EndDepth","SurfaceSalinity","BottomSalinity","SurfaceDO","BottomDO","SurfaceTemp","BottomTemp","Secchi","Year","Week","Month","Date","Station","Season","StartLat","EndLat","StartLong","EndLong"
"1",1989261,2.8956,2.7432,26,25,0,0,23.5,24,2.7432,1989,26,"june","27/06/1989",1,"spring",NA,NA,NA,NA
"2",1989192,6.4008,3.048,27.5,27.5,0,8.9,14,13.5,2.7432,1989,19,"may","09/05/1989",2,"spring",NA,NA,NA,NA
"3",1989193,7.3152,6.096,28,27,0,8.9,13,13,3.2004,1989,19,"may","09/05/1989",3,"spring",NA,NA,NA,NA
"4",1989194,11.5824,5.4864,27.5,27.5,0,8.9,13,13,3.048,1989,19,"may","09/05/1989",4,"spring",NA,NA,NA,NA
"5",1989185,3.048,3.3528,28,28,0,8.8,12.5,12.5,3.6576,1989,18,"may","04/05/1989",5,"spring",NA,NA,NA,NA
"6",1989206,7.3152,7.9248,27.5,27,0,0,16,16,2.5908,1989,20,"may","20/05/1989",6,"spring",NA,NA,NA,NA
"7",1989217,3.6576,3.048,27.5,27,0,8.4,17.5,17.5,2.1336,1989,21,"may","22/05/1989",7,"spring",NA,NA,NA,NA
"8",1989208,4.2672,1.8288,28,28,0,8.6,16,16,1.9812,1989,20,"may","20/05/1989",8,"spring",NA,NA,NA,NA
"9",1989189,4.572,4.2672,29.5,29,0,8.4,12,12,3.3528,1989,18,"may","04/05/1989",9,"spring",NA,NA,NA,NA
"10",19891910,5.4864,4.2672,27.5,27,0,8.8,14,13.5,3.2004,1989,19,"may","09/05/1989",10,"spring",NA,NA,NA,NA
"11",19892111,3.048,2.4384,27,26,0,8.1,16.5,17,2.4384,1989,21,"may","22/05/1989",11,"spring",NA,NA,NA,NA
"12",19892412,6.7056,6.096,27,27,0,7.5,20,20,2.7432,1989,24,"june","12/06/1989",12,"spring",NA,NA,NA,NA
"13",19892013,7.9248,7.9248,27,27,0,8.8,16,16,3.048,1989,20,"may","20/05/1989",13,"spring",NA,NA,NA,NA
"14",19892714,7.9248,4.2672,26,26,0,6.7,24,24,2.4384,1989,27,"july","06/07/1989",14,"summer",NA,NA,NA,NA
"15",19892315,7.9248,7.0104,27,27,0,7.2,20.5,19.5,3.048,1989,23,"june","05/06/1989",15,"spring",NA,NA,NA,NA
"16",19892016,3.3528,2.286,26.5,26,0,8.7,17,17.5,2.8956,1989,20,"may","15/05/1989",16,"spring",NA,NA,NA,NA
"17",19892217,6.7056,6.096,27.5,27,0,0,18,18,2.4384,1989,22,"may","31/05/1989",17,"spring",NA,NA,NA,NA
"18",19893018,6.096,5.7912,26.5,26,0,7.2,24,24,3.2004,1989,30,"july","24/07/1989",18,"summer",NA,NA,NA,NA
"19",19892219,3.3528,3.6576,27,27,0,7.5,18,18,2.5908,1989,22,"may","31/05/1989",19,"spring",NA,NA,NA,NA
"20",19892220,10.3632,5.4864,27,27,0,7.5,18,18.5,2.8956,1989,22,"may","31/05/1989",20,"spring",NA,NA,NA,NA
"21",19892421,7.0104,9.144,27,27,0,7.5,20,20,2.8956,1989,24,"june","12/06/1989",21,"spring",NA,NA,NA,NA
"22",19891822,6.7056,4.572,29,29,0,8.9,12.5,12.5,4.572,1989,18,"may","04/05/1989",22,"spring",NA,NA,NA,NA
"23",19891823,6.096,5.4864,29.5,29,0,8.7,12,12.5,5.0292,1989,18,"may","04/05/1989",23,"spring",NA,NA,NA,NA
"24",19892024,6.7056,3.9624,27,27,0,8.5,16.5,16,3.9624,1989,20,"may","20/05/1989",24,"spring",NA,NA,NA,NA
"25",19893025,3.6576,2.4384,25,25,0,7.6,27,25,2.7432,1989,30,"july","25/07/1989",25,"summer",NA,NA,NA,NA
"26",19891826,3.048,2.7432,28,28,0,8.8,13,13,3.048,1989,18,"may","01/05/1989",26,"spring",NA,NA,NA,NA
"27",19892327,3.6576,5.1816,27,27,0,6.9,20.5,20,2.5908,1989,23,"june","05/06/1989",27,"spring",NA,NA,NA,NA
"28",19891928,5.1816,3.9624,27,27,0,8.4,13.5,13,3.048,1989,19,"may","09/05/1989",28,"spring",NA,NA,NA,NA
"29",19891829,6.4008,6.4008,29,28.5,0,8.6,12.5,12,3.3528,1989,18,"may","04/05/1989",29,"spring",NA,NA,NA,NA
"30",19891930,9.144,8.8392,27,27.5,0,8.5,15,13,3.3528,1989,19,"may","09/05/1989",30,"spring",NA,NA,NA,NA
"31",19891831,8.8392,9.7536,29.5,29.5,0,8.6,12,12,3.9624,1989,18,"may","04/05/1989",31,"spring",NA,NA,NA,NA
"32",19892132,5.1816,4.572,27,27,0,7.6,17,17,2.5908,1989,21,"may","22/05/1989",32,"spring",NA,NA,NA,NA
"33",19892833,1.2192,1.8288,26,26,0,7,25,25,1.0668,1989,28,"july","10/07/1989",33,"summer",NA,NA,NA,NA
"34",19892034,5.4864,3.6576,26,26,0,8.5,16,16,3.048,1989,20,"may","15/05/1989",34,"spring",NA,NA,NA,NA
"35",19892435,3.048,2.1336,26.5,26.5,0,7.4,20,20,3.048,1989,24,"june","12/06/1989",35,"spring",NA,NA,NA,NA
"36",19892136,4.8768,3.048,26.5,26.5,0,7.8,19,19,1.8288,1989,21,"may","23/05/1989",36,"spring",NA,NA,NA,NA
"37",19891837,5.7912,3.048,28,28.5,0,8.7,12.5,12.5,3.048,1989,18,"may","04/05/1989",37,"spring",NA,NA,NA,NA
"38",19892638,7.9248,9.144,26,26,0,6.2,24.5,23,2.7432,1989,26,"june","27/06/1989",38,"spring",NA,NA,NA,NA
"39",19891939,8.5344,8.5344,27.5,27.5,0,8.4,13,13,2.8956,1989,19,"may","09/05/1989",39,"spring",NA,NA,NA,NA
"40",19892040,7.62,6.096,27,27,0,8.4,16,16,2.5908,1989,20,"may","20/05/1989",40,"spring",NA,NA,NA,NA
"41",19891841,7.9248,7.0104,28.5,28.5,0,8.7,13.5,13,3.3528,1989,18,"may","04/05/1989",41,"spring",NA,NA,NA,NA
"42",19892542,1.524,1.524,25.5,25.5,0,8.1,22,22,1.8288,1989,25,"june","20/06/1989",42,"spring",NA,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,NA,NA,NA,43,NA,NA,NA,NA,NA
"44",19891944,5.7912,5.7912,28,28,0,8.8,13.5,13,2.8956,1989,19,"may","10/05/1989",44,"spring",NA,NA,NA,NA
"45",19891945,5.7912,3.3528,27.5,28,0,8.5,13,13,2.286,1989,19,"may","10/05/1989",45,"spring",NA,NA,NA,NA
"46",19891846,3.048,3.6576,28,28,0,8.6,12.5,12.5,3.048,1989,18,"may","01/05/1989",46,"spring",NA,NA,NA,NA
"47",19892847,3.048,3.048,26.5,26.5,0,6.4,25,25,2.4384,1989,28,"july","10/07/1989",47,"summer",NA,NA,NA,NA
"48",19891948,3.3528,3.3528,27.5,27.5,0,8.5,13,13,2.8956,1989,19,"may","09/05/1989",48,"spring",NA,NA,NA,NA
"49",19891949,4.572,5.4864,27,27,0,8.2,13,13.5,2.8956,1989,19,"may","09/05/1989",49,"spring",NA,NA,NA,NA
"50",19892250,5.4864,3.9624,27,27,0,7.5,18,18,2.4384,1989,22,"may","30/05/1989",50,"spring",NA,NA,NA,NA
"51",19892851,1.524,3.048,25.5,25.5,0,6.4,25,25,1.6764,1989,28,"july","10/07/1989",51,"summer",NA,NA,NA,NA
"52",19892052,3.6576,1.9812,25.5,25,0,9.1,16,16,1.9812,1989,20,"may","15/05/1989",52,"spring",NA,NA,NA,NA
"53",19891853,4.2672,5.7912,27.5,28,0,8.5,13,12.5,3.5052,1989,18,"may","01/05/1989",53,"spring",NA,NA,NA,NA
"54",19892054,5.4864,6.4008,26.5,26.5,0,8,15.5,14.5,3.2004,1989,20,"may","15/05/1989",54,"spring",NA,NA,NA,NA
"55",19893055,7.0104,3.6576,25.5,25,0,7,25.5,24.5,3.048,1989,30,"july","25/07/1989",55,"summer",NA,NA,NA,NA
"56",19892956,7.0104,7.3152,26,26,0,7.4,24,24,1.8288,1989,29,"july","19/07/1989",56,"summer",NA,NA,NA,NA
"57",19891857,4.572,7.3152,27,27,0,8.7,13,13.5,3.3528,1989,18,"may","04/05/1989",57,"spring",NA,NA,NA,NA
"58",19892458,3.9624,4.8768,27,27,0,6.9,20,20,3.048,1989,24,"june","13/06/1989",58,"spring",NA,NA,NA,NA
"59",19892059,2.7432,1.524,22.5,24,0,0,17.5,17,1.3716,1989,20,"may","15/05/1989",59,"spring",NA,NA,NA,NA
"60",19892360,3.3528,2.1336,26.5,27,0,6.9,20.5,20,1.8288,1989,23,"june","07/06/1989",60,"spring",NA,NA,NA,NA
"61",19891961,4.2672,1.8288,27,27,0,9,13.5,13,2.286,1989,19,"may","10/05/1989",61,"spring",NA,NA,NA,NA
"62",19891862,3.9624,3.9624,27,27,0,8.9,13,13,2.7432,1989,18,"may","01/05/1989",62,"spring",NA,NA,NA,NA
"63",19892163,3.6576,5.7912,26,27,0,7.5,18.5,17,2.5908,1989,21,"may","23/05/1989",63,"spring",NA,NA,NA,NA
"64",19891864,6.096,6.096,28,27.5,0,8.5,12.5,12.5,2.7432,1989,18,"may","01/05/1989",64,"spring",NA,NA,NA,NA
"65",19892065,7.0104,6.7056,25,23,0,8,14.5,13.5,3.5052,1989,20,"may","15/05/1989",65,"spring",NA,NA,NA,NA
"66",19892366,6.7056,6.4008,27,27,0,6.9,21,21,3.3528,1989,23,"june","07/06/1989",66,"spring",NA,NA,NA,NA
"67",19891867,7.62,9.144,27.5,27.5,0,8.1,12,12.5,2.7432,1989,18,"may","01/05/1989",67,"spring",NA,NA,NA,NA
"68",19891868,6.7056,5.4864,28,28,0,8.4,12,12,3.2004,1989,18,"may","01/05/1989",68,"spring",NA,NA,NA,NA
