"","id","StartDepth","EndDepth","SurfaceSalinity","BottomSalinity","SurfaceDO","BottomDO","SurfaceTemp","BottomTemp","Secchi","Year","Week","Month","Date","Station","Season","StartLat","EndLat","StartLong","EndLong"
"1",2007211,3.3528,1.2192,27.46,27.43,8.27,8.27,16.21,16.29,0,2007,21,"may","23/05/2007",1,"spring",NA,NA,NA,NA
"2",2007222,4.8768,10.3632,27.87,27.87,7.23,7.44,21.05,19.55,2.4384,2007,22,"june","01/06/2007",2,"spring",NA,NA,NA,NA
"3",2007293,9.7536,10.9728,28.81,28.97,7.08,6.76,23.61,23.15,2.4384,2007,29,"july","17/07/2007",3,"summer",NA,NA,NA,NA
"4",2007294,7.9248,5.4864,28.71,28.8,0,0,23.81,23.73,2.4384,2007,29,"july","17/07/2007",4,"summer",NA,NA,NA,NA
"5",2007205,3.9624,5.4864,27.19,27.17,5.19,5.24,16.02,15.89,0,2007,20,"may","14/05/2007",5,"spring",NA,NA,NA,NA
"6",2007206,8.2296,4.8768,27.17,27.17,5.21,5.29,15.6,15.52,0,2007,20,"may","14/05/2007",6,"spring",NA,NA,NA,NA
"7",2007317,2.286,0,28.85,28.84,7.54,7.55,25.35,25.25,2.5908,2007,31,"july","30/07/2007",7,"summer",NA,NA,NA,NA
"8",2007208,4.572,5.1816,26.99,27.31,5.1,5.23,16.44,15.72,0,2007,20,"may","14/05/2007",8,"spring",NA,NA,NA,NA
"9",2007259,3.048,5.4864,27.53,27.69,7.62,7.73,21.4,20.58,2.1336,2007,25,"june","18/06/2007",9,"spring",NA,NA,NA,NA
"10",20072010,3.9624,3.3528,29.95,27.08,4.96,4.96,16.39,15.85,0,2007,20,"may","14/05/2007",10,"spring",NA,NA,NA,NA
"11",20072111,3.048,4.2672,27.27,27.28,8.14,8.15,16.84,16.83,0,2007,21,"may","23/05/2007",11,"spring",NA,NA,NA,NA
"12",20073512,3.048,2.7432,29.32,29.32,6.62,6.79,23.13,23.12,2.286,2007,35,"august","28/08/2007",12,"summer",NA,NA,NA,NA
"13",20072313,7.9248,3.048,27.56,27.62,8.06,7.34,20.02,20.05,2.7432,2007,23,"june","06/06/2007",13,"spring",NA,NA,NA,NA
"14",20072014,13.1064,7.0104,27.19,27.32,5.7,5.96,15.96,15.66,0,2007,20,"may","14/05/2007",14,"spring",NA,NA,NA,NA
"15",20072615,6.096,7.0104,28.25,28.27,7.89,7.67,21.42,21.25,2.1336,2007,26,"june","26/06/2007",15,"spring",NA,NA,NA,NA
"16",20072116,2.7432,0,26.5,26.6,8.54,8.46,17.06,16.72,0,2007,21,"may","22/05/2007",16,"spring",NA,NA,NA,NA
"17",20072017,4.572,6.096,26.91,26.91,4.91,4.91,17.24,16.18,0,2007,20,"may","14/05/2007",17,"spring",NA,NA,NA,NA
"18",20072018,7.3152,7.9248,26.86,27.05,4.9,4.94,16.95,16.1,0,2007,20,"may","14/05/2007",18,"spring",NA,NA,NA,NA
"19",20072819,10.668,3.048,28.24,28.57,8.27,8.01,23.7,23,2.1336,2007,28,"july","10/07/2007",19,"summer",NA,NA,NA,NA
"20",20072720,15.24,4.572,28.11,28.28,7.21,6.9,22.55,22.38,1.8288,2007,27,"july","03/07/2007",20,"summer",NA,NA,NA,NA
"21",20072321,3.048,3.048,27.29,27.31,6.64,6.65,20.35,20.33,3.048,2007,23,"june","06/06/2007",21,"spring",NA,NA,NA,NA
"22",20072322,6.096,6.4008,27.72,27.6,7.33,7.36,19.54,20.2,2.4384,2007,23,"june","06/06/2007",22,"spring",NA,NA,NA,NA
"23",20072223,6.096,7.0104,27.84,27.84,7.33,7.43,21.01,19.97,3.048,2007,22,"june","01/06/2007",23,"spring",NA,NA,NA,NA
"24",20072624,7.0104,7.62,28.18,28.19,7.84,7.14,22.6,21.27,2.1336,2007,26,"june","26/06/2007",24,"spring",NA,NA,NA,NA
"25",20072125,1.2192,2.4384,26.49,26.5,8.55,8.68,16.92,16.93,0,2007,21,"may","22/05/2007",25,"spring",NA,NA,NA,NA
"26",20073126,5.4864,0,27.82,28.18,6.53,6.26,26.9,25.64,2.4384,2007,31,"july","30/07/2007",26,"summer",NA,NA,NA,NA
