"","id","StartDepth","EndDepth","SurfaceSalinity","BottomSalinity","SurfaceDO","BottomDO","SurfaceTemp","BottomTemp","Secchi","Year","Week","Month","Date","Station","Season","StartLat","EndLat","StartLong","EndLong"
"1",1996191,6.096,2.25552,27.4,27.4,8.6,8.4,12.9,12.6,2.8956,1996,19,"may","07/05/1996",1,"spring",NA,NA,NA,NA
"2",1996252,5.1816,1.76784,27.7,27.7,7.1,7.1,22.3,20.8,2.8956,1996,25,"june","17/06/1996",2,"spring",NA,NA,NA,NA
"3",1996293,10.3632,6.096,28.3,28.5,7.06,7.22,22.2,21.9,2.8956,1996,29,"july","16/07/1996",3,"summer",NA,NA,NA,NA
"4",1996294,5.4864,5.7912,28.2,28.2,7.2,7.2,22.3,22.3,2.4384,1996,29,"july","16/07/1996",4,"summer",NA,NA,NA,NA
"5",1996275,3.9624,3.3528,27.7,27.5,7.09,7.16,21,21,2.4384,1996,27,"july","01/07/1996",5,"summer",NA,NA,NA,NA
"6",1996206,5.4864,23.1648,27.4,27.4,8.23,8.58,13.3,13.3,0,1996,20,"may","14/05/1996",6,"spring",NA,NA,NA,NA
"7",1996267,3.3528,3.048,27.7,27.7,7.13,7.15,21.3,21.2,1.9812,1996,26,"june","25/06/1996",7,"spring",NA,NA,NA,NA
"8",1996238,2.95656,3.048,28,26.9,8.11,8.2,16.8,16.8,2.286,1996,23,"june","04/06/1996",8,"spring",NA,NA,NA,NA
"9",1996199,4.2672,6.4008,27.3,27.4,8.4,8.7,13.9,12.7,1.9812,1996,19,"may","07/05/1996",9,"spring",NA,NA,NA,NA
"10",19962110,3.048,4.8768,26.7,26.5,8.42,8.38,16.3,15.4,3.3528,1996,21,"may","22/05/1996",10,"spring",NA,NA,NA,NA
"11",19963211,2.92608,4.572,28,28.1,7.56,7.63,23.9,23.4,2.8956,1996,32,"august","07/08/1996",11,"summer",NA,NA,NA,NA
"12",19962712,3.048,3.3528,28,27.8,7.01,6.99,20.6,20.7,2.4384,1996,27,"july","01/07/1996",12,"summer",NA,NA,NA,NA
